transaction_id,user_id,amount,points_earned,transaction_datetime,transaction_type
2094,509,883,1766,2024-11-21 18:13:59,Earned
2095,510,0,500,2024-05-03 14:17:01,Signup Bonus
2096,510,1003,2006,2025-03-04 17:22:57,Earned
2097,510,353,0,2024-03-31 14:22:57,Redeemed
2098,510,106,0,2024-07-25 23:42:45,Redeemed
2099,510,391,0,2024-10-18 14:34:22,Redeemed
2100,510,466,0,2024-04-07 14:45:14,Redeemed
2101,511,0,500,2025-02-01 05:42:16,Signup Bonus
2102,511,472,0,2024-07-31 05:30:08,Redeemed
2103,512,0,500,2024-06-24 04:40:24,Signup Bonus
2104,512,285,0,2024-05-30 04:05:19,Redeemed
2105,512,1228,2456,2024-09-03 12:45:18,Earned
2106,512,183,0,2025-02-18 14:00:29,Redeemed
2107,513,0,500,2024-09-29 03:19:10,Signup Bonus
2108,513,614,1228,2024-06-27 02:01:15,Earned
2109,513,274,0,2024-06-23 12:45:00,Redeemed
2110,513,487,0,2024-12-26 16:21:35,Redeemed
2111,513,315,630,2024-08-12 10:02:28,Earned
2112,514,0,500,2024-05-13 10:01:09,Signup Bonus
2113,514,938,1876,2024-10-06 09:28:02,Earned
2114,515,0,500,2024-09-13 11:41:08,Signup Bonus
2115,515,406,0,2024-09-01 10:02:17,Redeemed
2116,515,680,1360,2024-11-20 17:23:26,Earned
2117,515,1387,2774,2024-10-19 16:28:12,Earned
2118,515,1587,3174,2024-04-22 18:57:21,Earned
2119,515,207,0,2024-03-20 21:48:41,Redeemed
2120,516,0,500,2024-06-04 00:11:18,Signup Bonus
2121,516,591,1182,2024-11-22 06:22:03,Earned
2122,516,185,0,2024-03-31 16:44:23,Redeemed
2123,516,170,0,2024-05-10 10:14:01,Redeemed
2124,516,449,0,2024-07-28 07:42:59,Redeemed
2125,517,0,500,2024-09-24 14:09:56,Signup Bonus
2126,517,328,0,2025-01-28 18:17:55,Redeemed
2127,518,0,500,2024-05-07 07:42:08,Signup Bonus
2128,518,382,0,2024-12-07 06:32:33,Redeemed
2129,518,1653,3306,2024-05-13 04:02:01,Earned
2130,519,0,500,2024-10-11 13:27:03,Signup Bonus
2131,519,1935,3870,2024-03-24 18:37:43,Earned
2132,520,0,500,2024-08-23 11:14:45,Signup Bonus
2133,520,440,0,2024-08-29 05:59:52,Redeemed
2134,520,536,1072,2024-04-11 02:04:03,Earned
2135,520,1674,3348,2024-04-30 06:53:23,Earned
2136,520,263,0,2024-06-24 03:44:22,Redeemed
2137,520,203,406,2024-07-10 07:04:12,Earned
2138,521,0,500,2024-05-13 02:51:40,Signup Bonus
2139,521,648,1296,2025-02-25 02:19:47,Earned
2140,521,125,250,2024-04-15 21:28:16,Earned
2141,521,116,0,2024-08-08 19:04:14,Redeemed
2142,521,205,0,2024-04-02 22:15:23,Redeemed
2143,521,241,0,2024-05-13 20:29:35,Redeemed
2144,522,0,500,2024-05-27 21:35:20,Signup Bonus
2145,522,959,1918,2024-10-20 16:34:41,Earned
2146,523,0,500,2024-07-07 17:34:59,Signup Bonus
2147,523,681,1362,2024-05-04 20:12:08,Earned
2148,524,0,500,2024-09-29 20:20:24,Signup Bonus
2149,524,161,322,2024-12-22 16:06:18,Earned
2150,524,354,0,2024-09-28 04:27:36,Redeemed
2151,524,463,0,2025-02-03 22:49:56,Redeemed
2152,524,179,0,2024-08-05 01:18:37,Redeemed
2153,525,0,500,2024-03-24 06:12:45,Signup Bonus
2154,525,300,600,2024-07-19 07:01:53,Earned
2155,525,588,1176,2024-10-05 13:46:58,Earned
2156,525,180,360,2024-12-30 03:50:29,Earned
2157,526,0,500,2024-10-27 17:01:08,Signup Bonus
2158,526,207,0,2025-02-20 13:02:16,Redeemed
2159,526,117,234,2024-06-05 01:46:58,Earned
2160,526,1759,3518,2024-09-19 06:06:34,Earned
2161,526,214,0,2025-01-23 10:24:14,Redeemed
2162,527,0,500,2024-12-10 20:11:43,Signup Bonus
2163,527,763,1526,2025-01-03 05:22:00,Earned
2164,527,118,0,2024-10-07 08:21:23,Redeemed
2165,528,0,500,2024-10-30 20:17:36,Signup Bonus
2166,528,1464,2928,2024-05-11 11:25:30,Earned
2167,529,0,500,2024-11-12 14:33:50,Signup Bonus
2168,529,1651,3302,2024-12-18 08:41:12,Earned
2169,530,0,500,2024-04-10 08:43:00,Signup Bonus
2170,530,1135,2270,2024-12-25 02:38:51,Earned
2171,530,433,0,2025-02-06 12:39:27,Redeemed
2172,530,1829,3658,2024-04-13 12:20:07,Earned
2173,530,611,1222,2025-01-02 16:40:59,Earned
2174,531,0,500,2024-06-14 21:49:41,Signup Bonus
2175,531,364,0,2024-03-30 05:40:10,Redeemed
2176,531,309,0,2025-02-23 02:16:43,Redeemed
2177,532,0,500,2024-04-02 09:17:40,Signup Bonus
2178,532,1339,2678,2024-06-25 23:05:16,Earned
2179,532,156,0,2024-12-31 18:43:57,Redeemed
2180,532,231,0,2024-12-08 22:07:23,Redeemed
2181,532,238,476,2025-01-12 03:58:42,Earned
2182,533,0,500,2024-12-16 21:39:38,Signup Bonus
2183,533,577,1154,2024-12-08 10:37:27,Earned
2184,533,1663,3326,2024-06-07 22:48:05,Earned
2185,533,1639,3278,2024-06-09 07:01:54,Earned
2186,533,430,0,2024-05-01 12:14:32,Redeemed
2187,533,445,0,2024-05-12 23:07:12,Redeemed
2188,534,0,500,2024-11-22 08:49:32,Signup Bonus
2189,534,130,0,2024-09-25 06:54:14,Redeemed
2190,534,985,1970,2024-12-05 08:00:58,Earned
2191,534,642,1284,2024-03-25 08:00:03,Earned
2192,534,308,0,2024-03-17 13:50:02,Redeemed
2193,535,0,500,2024-08-27 16:03:27,Signup Bonus
2194,535,204,0,2024-07-06 08:05:09,Redeemed
2195,535,203,0,2024-08-15 17:06:41,Redeemed
2196,535,481,0,2025-02-16 06:23:31,Redeemed
2197,536,0,500,2025-01-31 16:24:29,Signup Bonus
2198,536,1987,3974,2025-01-28 17:48:28,Earned
2199,536,1340,2680,2024-11-05 00:30:12,Earned
2200,536,101,202,2024-06-02 04:53:28,Earned
2201,536,1997,3994,2025-01-24 06:15:07,Earned
2202,536,161,322,2024-10-28 01:02:31,Earned
2203,537,0,500,2025-01-04 07:40:06,Signup Bonus
2204,537,327,0,2024-10-25 08:22:37,Redeemed
2205,537,115,0,2024-08-12 23:05:44,Redeemed
2206,537,323,646,2024-07-07 14:04:25,Earned
2207,537,1591,3182,2024-04-30 22:30:58,Earned
2208,537,113,0,2024-09-15 17:48:30,Redeemed
2209,538,0,500,2024-11-23 14:12:50,Signup Bonus
2210,538,1023,2046,2024-05-02 13:32:09,Earned
2211,538,326,0,2024-08-14 07:17:10,Redeemed
2212,538,411,0,2024-12-03 04:08:59,Redeemed
2213,538,644,1288,2025-03-06 10:32:24,Earned
2214,538,274,0,2025-02-04 14:48:54,Redeemed
2215,539,0,500,2024-11-02 01:05:42,Signup Bonus
2216,539,1358,2716,2024-05-31 07:40:14,Earned
2217,539,168,336,2024-08-02 23:03:12,Earned
2218,539,449,0,2024-09-17 16:01:08,Redeemed
2219,539,797,1594,2024-06-17 22:55:24,Earned
2220,539,440,0,2024-11-09 15:29:15,Redeemed
2221,540,0,500,2024-08-12 09:28:42,Signup Bonus
2222,540,111,222,2024-03-13 18:26:51,Earned
2223,540,318,0,2024-10-05 04:43:30,Redeemed
2224,540,838,1676,2024-04-25 16:58:23,Earned
2225,540,1416,2832,2025-02-03 11:02:13,Earned
2226,541,0,500,2024-03-26 10:52:31,Signup Bonus
2227,541,179,0,2024-08-23 14:43:24,Redeemed
2228,541,277,554,2024-03-10 02:48:54,Earned
2229,542,0,500,2025-01-13 12:55:10,Signup Bonus
2230,542,447,894,2024-12-13 11:33:07,Earned
2231,542,913,1826,2024-06-07 20:29:17,Earned
2232,542,257,0,2024-09-02 04:57:56,Redeemed
2233,542,267,0,2024-11-28 23:29:01,Redeemed
2234,543,0,500,2024-07-29 09:00:48,Signup Bonus
2235,543,1555,3110,2024-11-07 18:20:28,Earned
2236,543,414,0,2024-12-09 11:56:01,Redeemed
2237,543,613,1226,2024-09-14 00:21:12,Earned
2238,543,882,1764,2025-02-13 08:54:26,Earned
2239,544,0,500,2024-07-21 11:18:04,Signup Bonus
2240,544,730,1460,2024-05-04 07:11:28,Earned
2241,544,681,1362,2025-03-01 02:02:22,Earned
2242,544,1471,2942,2025-01-18 07:37:29,Earned
2243,544,712,1424,2024-04-30 16:44:00,Earned
2244,545,0,500,2024-07-29 00:41:54,Signup Bonus
2245,545,715,1430,2025-02-12 04:04:32,Earned
2246,545,313,626,2024-05-09 11:25:05,Earned
2247,545,1842,3684,2024-10-23 12:59:38,Earned
2248,545,1570,3140,2024-03-22 03:12:03,Earned
2249,545,452,0,2024-05-15 05:00:09,Redeemed
2250,546,0,500,2024-06-27 15:39:04,Signup Bonus
2251,546,265,0,2024-07-22 06:11:03,Redeemed
2252,547,0,500,2024-10-08 01:19:07,Signup Bonus
2253,547,852,1704,2024-09-21 13:11:30,Earned
2254,547,305,0,2024-10-24 04:09:25,Redeemed
2255,547,1114,2228,2025-03-03 19:56:04,Earned
2256,547,1931,3862,2024-07-18 14:24:46,Earned
2257,547,126,0,2025-02-03 08:44:05,Redeemed
2258,548,0,500,2024-07-30 18:52:38,Signup Bonus
2259,548,473,0,2024-09-26 13:55:28,Redeemed
2260,548,405,0,2024-08-02 01:58:41,Redeemed
2261,549,0,500,2024-11-02 14:48:04,Signup Bonus
2262,549,283,0,2024-06-11 01:14:36,Redeemed
2263,549,1748,3496,2024-07-14 10:32:24,Earned
2264,549,191,382,2024-07-31 08:05:30,Earned
2265,549,1364,2728,2024-11-18 09:10:40,Earned
2266,550,0,500,2025-01-12 15:01:33,Signup Bonus
2267,550,248,0,2024-05-12 14:15:18,Redeemed
2268,550,737,1474,2024-09-27 01:40:06,Earned
2269,551,0,500,2024-03-29 11:59:05,Signup Bonus
2270,551,153,0,2024-08-04 16:11:42,Redeemed
2271,551,250,0,2025-01-17 10:19:07,Redeemed
2272,551,195,0,2024-05-21 23:21:01,Redeemed
2273,551,223,446,2024-09-23 19:55:40,Earned
2274,551,1737,3474,2025-02-28 13:56:03,Earned
2275,552,0,500,2025-02-04 13:51:56,Signup Bonus
2276,552,1628,3256,2024-09-08 05:56:02,Earned
2277,552,1602,3204,2024-04-28 07:40:55,Earned
2278,552,471,0,2024-06-11 07:11:38,Redeemed
2279,552,246,0,2024-04-13 20:36:41,Redeemed
2280,552,1314,2628,2024-03-20 10:24:36,Earned
2281,553,0,500,2024-12-25 19:09:34,Signup Bonus
2282,553,400,0,2024-12-11 14:24:55,Redeemed
2283,553,957,1914,2024-06-17 14:00:05,Earned
2284,553,131,0,2025-01-28 19:05:08,Redeemed
2285,553,1535,3070,2024-09-06 08:22:19,Earned
2286,554,0,500,2024-03-16 13:26:43,Signup Bonus
2287,554,460,920,2024-12-05 23:25:57,Earned
2288,554,274,548,2024-08-01 05:17:03,Earned
2289,554,694,1388,2024-10-23 03:49:52,Earned
2290,555,0,500,2024-06-10 16:28:49,Signup Bonus
2291,555,261,0,2025-01-13 17:51:11,Redeemed
2292,555,1909,3818,2024-07-28 18:02:36,Earned
2293,555,131,0,2024-12-12 08:43:37,Redeemed
2294,556,0,500,2024-08-06 12:33:21,Signup Bonus
2295,556,855,1710,2024-12-28 09:51:23,Earned
2296,557,0,500,2024-08-18 08:47:38,Signup Bonus
2297,557,1850,3700,2024-11-19 19:02:03,Earned
2298,557,120,0,2024-04-23 22:04:25,Redeemed
2299,558,0,500,2024-12-23 08:22:41,Signup Bonus
2300,558,495,0,2024-08-10 19:23:07,Redeemed
2301,558,1998,3996,2024-05-13 17:04:29,Earned
2302,558,1668,3336,2024-07-26 09:02:47,Earned
2303,558,253,0,2024-03-13 14:00:16,Redeemed
2304,559,0,500,2024-09-18 13:43:52,Signup Bonus
2305,559,237,0,2024-03-14 21:37:44,Redeemed
2306,559,1160,2320,2024-07-31 01:04:13,Earned
2307,560,0,500,2024-06-29 14:22:45,Signup Bonus
2308,560,1968,3936,2024-09-23 10:04:55,Earned
2309,560,1282,2564,2024-11-07 11:18:07,Earned
2310,561,0,500,2024-11-18 10:37:30,Signup Bonus
2311,561,1268,2536,2024-12-23 13:42:28,Earned
2312,561,1801,3602,2024-06-02 11:31:37,Earned
2313,561,345,0,2024-07-15 19:25:39,Redeemed
2314,562,0,500,2025-01-21 17:14:16,Signup Bonus
2315,562,245,0,2024-09-26 02:11:34,Redeemed
2316,562,442,0,2024-11-21 07:57:10,Redeemed
2317,562,860,1720,2024-08-09 21:44:27,Earned
2318,562,112,0,2024-11-13 06:54:29,Redeemed
2319,562,1515,3030,2024-08-06 13:06:44,Earned
2320,563,0,500,2024-12-20 00:55:47,Signup Bonus
2321,563,1799,3598,2024-10-02 21:29:30,Earned
2322,563,908,1816,2024-05-10 19:24:23,Earned
2323,563,133,0,2024-07-06 23:45:02,Redeemed
2324,563,1076,2152,2024-08-18 09:19:00,Earned
2325,563,168,336,2024-09-13 00:49:04,Earned
2326,564,0,500,2024-05-05 15:27:47,Signup Bonus
2327,564,414,0,2024-10-31 17:10:04,Redeemed
2328,564,114,0,2024-12-12 14:22:25,Redeemed
2329,565,0,500,2024-03-30 16:19:39,Signup Bonus
2330,565,459,918,2024-05-19 05:08:46,Earned
2331,565,1135,2270,2024-08-24 09:52:35,Earned
2332,565,963,1926,2024-11-15 23:22:36,Earned
2333,566,0,500,2024-11-10 14:47:43,Signup Bonus
2334,566,213,426,2024-10-04 16:30:32,Earned
2335,566,302,0,2025-01-12 21:40:42,Redeemed
2336,566,243,0,2025-01-09 05:21:13,Redeemed
2337,566,441,0,2025-02-04 01:08:02,Redeemed
2338,567,0,500,2024-06-23 17:50:17,Signup Bonus
2339,567,149,0,2024-09-02 03:57:47,Redeemed
2340,567,1495,2990,2024-05-21 16:43:58,Earned
2341,568,0,500,2024-06-26 12:38:53,Signup Bonus
2342,568,224,0,2024-07-13 04:16:20,Redeemed
2343,568,129,0,2024-05-22 15:03:28,Redeemed
2344,569,0,500,2024-11-16 01:00:39,Signup Bonus
2345,569,908,1816,2024-04-23 19:20:27,Earned
2346,569,1378,2756,2025-03-04 03:37:44,Earned
2347,570,0,500,2025-01-29 07:41:00,Signup Bonus
2348,570,299,0,2024-08-14 03:45:06,Redeemed
2349,570,239,0,2024-08-26 03:49:39,Redeemed
2350,570,119,0,2024-10-03 04:27:49,Redeemed
2351,570,266,0,2024-04-15 05:30:36,Redeemed
2352,570,168,336,2024-10-13 09:21:09,Earned
2353,571,0,500,2024-08-01 16:28:23,Signup Bonus
2354,571,298,0,2024-04-19 23:17:58,Redeemed
2355,571,702,1404,2025-01-09 14:15:39,Earned
2356,571,1536,3072,2024-10-24 03:34:34,Earned
2357,571,106,0,2024-10-28 06:13:33,Redeemed
2358,571,222,0,2024-09-07 17:01:01,Redeemed
2359,572,0,500,2024-05-18 21:53:17,Signup Bonus
2360,572,307,0,2025-01-15 07:37:22,Redeemed
2361,572,254,508,2024-10-12 13:52:28,Earned
2362,572,962,1924,2024-04-12 02:48:46,Earned
2363,573,0,500,2024-10-29 02:21:54,Signup Bonus
2364,573,1668,3336,2024-10-27 20:29:50,Earned
2365,573,1161,2322,2024-09-03 05:48:09,Earned
2366,573,231,0,2024-03-17 19:48:17,Redeemed
2367,573,230,0,2024-12-28 10:32:51,Redeemed
2368,573,1025,2050,2024-06-17 10:38:55,Earned
2369,574,0,500,2024-09-14 20:02:08,Signup Bonus
2370,574,251,0,2024-10-25 11:58:23,Redeemed
2371,575,0,500,2024-04-19 18:29:28,Signup Bonus
2372,575,153,0,2024-05-19 20:04:06,Redeemed
2373,575,399,0,2024-05-14 22:41:15,Redeemed
2374,575,135,0,2024-10-20 00:50:03,Redeemed
2375,575,254,0,2025-01-06 21:16:24,Redeemed
2376,576,0,500,2024-05-23 22:30:18,Signup Bonus
2377,576,460,0,2025-02-28 22:30:35,Redeemed
2378,576,479,0,2025-02-11 09:18:36,Redeemed
2379,576,357,0,2024-09-03 11:50:17,Redeemed
2380,577,0,500,2024-11-18 23:55:16,Signup Bonus
2381,577,293,586,2024-04-19 22:33:48,Earned
2382,577,1238,2476,2025-01-08 23:47:17,Earned
2383,577,1365,2730,2024-12-26 10:54:36,Earned
2384,577,1323,2646,2024-10-25 07:50:47,Earned
2385,578,0,500,2024-09-14 20:39:25,Signup Bonus
2386,578,364,0,2025-01-25 07:10:30,Redeemed
2387,578,458,916,2024-07-20 20:10:55,Earned
2388,578,226,452,2024-09-26 17:53:08,Earned
2389,578,238,476,2025-02-05 14:37:45,Earned
2390,578,202,0,2024-07-03 14:52:03,Redeemed
2391,579,0,500,2024-12-30 20:22:51,Signup Bonus
2392,579,251,0,2024-07-24 04:46:16,Redeemed
2393,580,0,500,2025-01-31 03:24:24,Signup Bonus
2394,580,248,496,2024-12-16 04:30:57,Earned
2395,580,1832,3664,2024-12-30 23:37:25,Earned
2396,581,0,500,2024-08-24 01:43:51,Signup Bonus
2397,581,204,0,2025-02-27 03:01:27,Redeemed
2398,581,1970,3940,2024-05-30 10:25:12,Earned
2399,581,209,418,2024-09-02 15:33:11,Earned
2400,582,0,500,2024-12-11 22:25:13,Signup Bonus
2401,582,240,0,2024-03-20 12:28:39,Redeemed
2402,582,1241,2482,2024-12-25 02:39:32,Earned
2403,582,443,0,2024-06-23 15:07:35,Redeemed
2404,583,0,500,2024-05-07 14:12:56,Signup Bonus
2405,583,285,0,2024-09-15 15:32:05,Redeemed
2406,583,1548,3096,2024-10-14 12:47:24,Earned
2407,583,166,0,2025-02-25 23:02:21,Redeemed
2408,584,0,500,2024-12-14 06:57:40,Signup Bonus
2409,584,454,0,2024-03-10 11:32:24,Redeemed
2410,584,308,0,2024-11-27 20:46:58,Redeemed
2411,584,1500,3000,2024-12-20 16:58:16,Earned
2412,584,454,0,2025-01-20 06:15:42,Redeemed
2413,584,591,1182,2025-02-20 20:51:40,Earned
2414,585,0,500,2024-07-15 16:48:33,Signup Bonus
2415,585,1091,2182,2025-01-05 12:34:27,Earned
2416,585,811,1622,2025-02-17 19:47:23,Earned
2417,585,1031,2062,2024-12-22 10:27:36,Earned
2418,585,427,0,2024-06-04 05:57:46,Redeemed
2419,586,0,500,2024-05-27 01:25:30,Signup Bonus
2420,586,1826,3652,2025-01-17 03:44:47,Earned
2421,586,1415,2830,2024-09-01 16:22:50,Earned
2422,586,1469,2938,2024-06-29 04:46:14,Earned
2423,586,1395,2790,2024-11-17 17:37:53,Earned
2424,587,0,500,2024-06-19 05:43:06,Signup Bonus
2425,587,1873,3746,2024-04-08 03:08:08,Earned
2426,588,0,500,2024-09-16 01:09:56,Signup Bonus
2427,588,722,1444,2024-08-22 19:00:43,Earned
2428,589,0,500,2024-12-05 08:20:09,Signup Bonus
2429,589,143,286,2024-06-03 18:02:55,Earned
2430,589,309,0,2024-05-27 17:12:09,Redeemed
2431,589,343,0,2024-07-08 09:55:04,Redeemed
2432,589,1135,2270,2024-05-04 15:04:48,Earned
2433,590,0,500,2024-12-13 18:50:28,Signup Bonus
2434,590,389,0,2024-08-18 00:52:22,Redeemed
2435,590,684,1368,2024-05-09 08:17:02,Earned
2436,590,1051,2102,2024-12-17 08:58:58,Earned
2437,590,384,0,2024-06-25 13:36:42,Redeemed
2438,591,0,500,2024-10-21 09:07:56,Signup Bonus
2439,591,394,0,2024-08-06 06:38:19,Redeemed
2440,591,270,540,2024-05-23 14:27:27,Earned
2441,591,489,0,2024-09-08 04:09:33,Redeemed
2442,592,0,500,2024-05-17 08:09:49,Signup Bonus
2443,592,1478,2956,2024-11-10 15:15:09,Earned
2444,592,401,0,2024-05-17 10:05:52,Redeemed
2445,592,198,0,2024-10-22 20:05:23,Redeemed
2446,593,0,500,2024-05-08 21:54:49,Signup Bonus
2447,593,466,0,2024-10-12 00:30:59,Redeemed
2448,593,122,0,2024-10-15 01:56:49,Redeemed
2449,593,449,0,2024-12-18 20:05:41,Redeemed
2450,593,463,0,2024-10-26 12:51:21,Redeemed
2451,594,0,500,2024-08-17 02:34:37,Signup Bonus
2452,594,130,260,2025-03-05 22:51:54,Earned
2453,594,207,0,2024-05-29 01:19:27,Redeemed
2454,594,248,0,2024-04-07 13:34:53,Redeemed
2455,595,0,500,2025-02-03 21:03:06,Signup Bonus
2456,595,288,0,2024-05-24 20:48:07,Redeemed
2457,596,0,500,2024-12-14 17:07:04,Signup Bonus
2458,596,654,1308,2025-02-21 07:43:49,Earned
2459,596,1769,3538,2024-06-29 14:42:07,Earned
2460,597,0,500,2024-04-08 03:13:03,Signup Bonus
2461,597,175,350,2024-03-22 16:45:30,Earned
2462,597,1338,2676,2025-03-05 05:30:54,Earned
2463,598,0,500,2024-05-17 02:30:59,Signup Bonus
2464,598,331,0,2024-05-05 20:54:59,Redeemed
2465,598,230,460,2024-03-26 19:25:20,Earned
2466,598,282,0,2024-08-22 20:00:50,Redeemed
2467,598,176,0,2025-01-02 21:57:31,Redeemed
2468,599,0,500,2024-10-17 19:38:50,Signup Bonus
2469,599,183,366,2025-03-01 20:31:24,Earned
2470,599,202,0,2024-03-17 21:58:55,Redeemed
2471,599,1722,3444,2025-01-12 15:02:29,Earned
2472,599,1455,2910,2024-07-06 01:55:14,Earned
2473,599,982,1964,2024-05-03 22:30:20,Earned
2474,600,0,500,2024-07-14 07:19:38,Signup Bonus
2475,600,1366,2732,2024-04-09 20:43:15,Earned
2476,600,386,0,2024-12-14 06:55:29,Redeemed
2477,600,281,562,2024-04-15 05:36:25,Earned
2478,600,137,0,2024-08-04 22:10:19,Redeemed
2479,601,0,500,2024-05-06 04:53:09,Signup Bonus
2480,601,183,0,2024-11-19 17:11:59,Redeemed
2481,602,0,500,2024-09-23 18:00:17,Signup Bonus
2482,602,408,0,2025-02-23 17:23:16,Redeemed
2483,602,431,0,2024-06-06 19:15:30,Redeemed
2484,602,644,1288,2024-10-14 03:44:05,Earned
2485,602,1330,2660,2024-05-01 04:02:00,Earned
2486,603,0,500,2024-09-04 11:47:08,Signup Bonus
2487,603,805,1610,2024-12-25 20:36:43,Earned
2488,603,1146,2292,2024-04-19 17:19:21,Earned
2489,603,1864,3728,2024-08-12 21:00:59,Earned
2490,604,0,500,2024-09-09 19:54:44,Signup Bonus
2491,604,328,0,2024-09-29 15:25:15,Redeemed
2492,604,1395,2790,2024-06-04 19:09:02,Earned
2493,604,472,0,2025-03-01 07:25:44,Redeemed
2494,605,0,500,2024-04-17 09:13:40,Signup Bonus
2495,605,1493,2986,2024-08-19 11:38:27,Earned
2496,605,1279,2558,2024-10-29 00:57:45,Earned
2497,605,1350,2700,2024-08-25 19:34:46,Earned
2498,606,0,500,2024-09-25 11:40:31,Signup Bonus
2499,606,412,0,2025-02-24 22:35:33,Redeemed
2500,607,0,500,2024-10-13 01:10:58,Signup Bonus
2501,607,176,0,2024-07-03 00:26:14,Redeemed
2502,607,198,396,2024-05-30 05:41:31,Earned
2503,608,0,500,2024-10-09 07:16:56,Signup Bonus
2504,608,233,0,2025-01-03 19:18:43,Redeemed
2505,608,469,0,2024-04-19 02:15:58,Redeemed
2506,608,240,0,2024-11-03 14:20:12,Redeemed
2507,608,436,0,2024-09-21 21:55:51,Redeemed
2508,609,0,500,2024-10-17 18:01:35,Signup Bonus
2509,609,792,1584,2024-06-12 16:49:18,Earned
2510,610,0,500,2024-08-13 04:26:06,Signup Bonus
2511,610,1152,2304,2024-06-19 23:52:43,Earned
2512,610,354,0,2024-06-19 12:28:38,Redeemed
2513,611,0,500,2024-05-16 17:59:52,Signup Bonus
2514,611,312,0,2024-03-18 14:35:10,Redeemed
2515,611,241,482,2024-12-20 01:13:32,Earned
2516,611,1286,2572,2024-10-19 13:11:33,Earned
2517,611,382,0,2024-12-22 02:28:32,Redeemed
2518,611,396,792,2024-03-24 19:59:57,Earned
2519,612,0,500,2024-07-04 22:17:55,Signup Bonus
2520,612,248,0,2024-07-12 02:58:11,Redeemed
2521,612,107,0,2024-09-25 09:44:18,Redeemed
2522,612,268,536,2025-01-16 19:50:12,Earned
2523,613,0,500,2024-12-17 07:29:25,Signup Bonus
2524,613,110,0,2024-03-26 20:53:44,Redeemed
2525,613,213,0,2024-04-07 08:25:07,Redeemed
2526,613,234,0,2025-03-04 18:21:18,Redeemed
2527,613,436,0,2024-12-03 01:05:13,Redeemed
2528,614,0,500,2024-10-12 06:37:46,Signup Bonus
2529,614,467,0,2024-11-18 04:17:29,Redeemed
2530,614,203,0,2024-11-19 08:44:43,Redeemed
2531,614,847,1694,2025-01-08 13:02:25,Earned
2532,614,327,0,2025-02-18 00:12:12,Redeemed
2533,615,0,500,2024-12-04 19:49:40,Signup Bonus
2534,615,496,0,2025-02-04 07:30:46,Redeemed
2535,615,590,1180,2024-10-13 15:52:09,Earned
2536,615,181,0,2025-02-16 05:18:54,Redeemed
2537,615,371,0,2024-09-16 22:05:14,Redeemed
2538,616,0,500,2025-01-27 07:41:15,Signup Bonus
2539,616,468,936,2024-06-05 00:41:37,Earned
2540,616,170,0,2025-02-06 14:06:13,Redeemed
2541,617,0,500,2024-04-24 06:37:35,Signup Bonus
2542,617,146,292,2024-07-29 16:41:29,Earned
2543,617,1096,2192,2025-01-30 21:58:54,Earned
2544,618,0,500,2024-11-22 16:46:44,Signup Bonus
2545,618,1015,2030,2024-09-26 10:32:01,Earned
2546,618,439,0,2025-03-06 19:25:04,Redeemed
2547,619,0,500,2024-03-16 21:30:03,Signup Bonus
2548,619,1265,2530,2024-07-24 23:49:15,Earned
2549,619,1021,2042,2024-05-05 07:26:20,Earned
2550,619,371,0,2025-02-26 04:58:09,Redeemed
2551,620,0,500,2024-07-21 22:06:57,Signup Bonus
2552,620,209,0,2024-08-22 14:00:12,Redeemed
2553,620,1998,3996,2025-01-05 11:57:10,Earned
2554,620,396,0,2024-05-04 09:10:52,Redeemed
2555,620,483,0,2024-09-02 11:43:51,Redeemed
2556,621,0,500,2024-08-12 23:49:52,Signup Bonus
2557,621,409,0,2024-03-09 12:21:39,Redeemed
2558,621,636,1272,2025-02-12 10:17:55,Earned
2559,622,0,500,2024-05-31 02:26:20,Signup Bonus
2560,622,475,0,2024-12-25 12:51:36,Redeemed
2561,622,1246,2492,2024-08-18 19:42:12,Earned
2562,623,0,500,2024-08-08 00:34:27,Signup Bonus
2563,623,359,718,2024-04-17 04:11:27,Earned
2564,623,500,1000,2024-11-14 19:21:15,Earned
2565,624,0,500,2024-12-09 07:36:21,Signup Bonus
2566,624,1592,3184,2024-07-03 17:32:06,Earned
2567,624,1700,3400,2024-07-29 10:31:37,Earned
2568,624,238,0,2024-08-25 20:46:30,Redeemed
2569,625,0,500,2024-12-15 06:48:55,Signup Bonus
2570,625,1351,2702,2024-08-25 02:28:01,Earned
2571,625,398,796,2025-01-11 19:45:46,Earned
2572,625,221,0,2024-06-24 05:44:36,Redeemed
2573,626,0,500,2024-09-30 04:34:58,Signup Bonus
2574,626,399,0,2024-10-16 07:43:07,Redeemed
2575,626,475,0,2024-10-05 11:42:30,Redeemed
2576,627,0,500,2024-06-23 03:24:19,Signup Bonus
2577,627,227,0,2025-02-06 00:01:31,Redeemed
2578,627,302,0,2024-07-07 17:51:48,Redeemed
2579,627,199,0,2025-01-30 21:17:27,Redeemed
2580,627,1273,2546,2024-07-18 00:06:52,Earned
2581,628,0,500,2024-11-11 05:26:24,Signup Bonus
2582,628,312,624,2024-07-09 23:51:36,Earned
2583,628,298,0,2024-12-06 04:35:46,Redeemed
2584,628,194,0,2024-08-11 03:26:01,Redeemed
2585,629,0,500,2024-10-16 05:55:51,Signup Bonus
2586,629,408,0,2024-12-04 03:03:09,Redeemed
2587,629,1177,2354,2024-11-30 05:37:54,Earned
2588,630,0,500,2024-12-20 10:18:07,Signup Bonus
