booking_id,user_id,show_id,booking_datetime,total_cost
1170,333,3853,2025-03-26 13:33:33,1236
1171,1392,3582,2025-03-21 23:30:52,400
1172,1922,600,2025-03-04 10:42:21,1290
1173,2492,641,2025-02-09 11:32:38,200
1174,4990,2236,2025-03-04 06:15:49,200
1175,964,3749,2025-03-03 22:55:34,600
1176,3809,1912,2025-02-03 17:12:40,929
1177,3236,3060,2025-03-03 01:33:00,1277
1178,1697,1773,2025-02-15 11:34:02,483
1179,664,3204,2025-03-19 16:49:59,800
1180,2200,418,2025-03-01 04:29:19,1166
1181,4472,3280,2025-03-10 09:29:10,787
1182,2074,183,2025-03-11 01:01:41,1186
1183,1954,3680,2025-03-03 05:53:01,1000
1184,2048,2023,2025-03-28 08:38:09,1208
1185,2875,3328,2025-03-21 05:55:58,1235
1186,1872,659,2025-03-10 18:35:19,1473
1187,2688,3064,2025-02-16 10:26:26,415
1188,251,76,2025-02-15 07:41:13,400
1189,3050,3781,2025-03-29 14:36:55,362
1190,4357,3276,2025-03-04 19:17:23,1131
1191,4253,978,2025-03-02 11:29:02,400
1192,2288,3526,2025-02-06 04:38:47,600
1193,3543,1402,2025-03-23 00:34:16,400
1194,804,217,2025-02-21 04:58:44,991
1195,2569,2611,2025-02-01 15:49:31,1330
1196,4858,3308,2025-03-21 00:14:01,1000
1197,217,365,2025-01-23 09:21:50,789
1198,4348,2063,2025-03-26 06:03:13,200
1199,4822,2737,2025-04-02 20:09:34,200
1200,638,1196,2025-03-10 23:11:16,891
1201,3499,1271,2025-03-14 09:19:22,800
1202,840,3685,2025-02-08 00:05:48,1299
1203,4191,2927,2025-03-13 07:09:03,1050
1204,588,1310,2025-02-22 02:05:34,328
1205,1511,3182,2025-03-15 00:24:49,405
1206,4278,2345,2025-03-21 04:59:21,600
1207,938,1740,2025-03-14 10:06:05,925
1208,1381,1380,2025-03-26 05:04:47,1144
1209,2771,809,2025-02-18 23:53:20,920
1210,2738,2496,2025-03-16 23:28:50,1000
1211,880,2988,2025-03-19 03:15:55,1484
1212,211,3133,2025-03-03 04:41:32,600
1213,3452,2902,2025-03-01 04:59:31,400
1214,3274,3574,2025-03-03 15:05:10,1359
1215,373,711,2025-02-22 01:59:29,800
1216,4868,2530,2025-03-09 07:57:39,971
1217,1101,710,2025-02-22 08:56:53,431
1218,1582,2796,2025-02-05 18:02:10,800
1219,2774,514,2025-02-01 07:54:18,1183
1220,230,2195,2025-02-19 06:38:22,200
1221,1662,1556,2025-02-15 17:09:35,800
1222,388,2789,2025-03-18 15:47:08,660
1223,1397,1913,2025-03-01 16:30:34,800
1224,712,705,2025-03-23 19:20:35,1005
1225,2362,1978,2025-02-02 05:08:12,600
1226,1959,1633,2025-03-21 18:04:49,1000
1227,3422,995,2025-02-23 11:48:08,400
1228,1483,1324,2025-02-22 13:28:04,662
1229,3297,176,2025-02-21 03:40:19,400
1230,1726,3391,2025-01-31 23:18:52,400
1231,1527,1267,2025-03-25 21:06:27,400
1232,1639,3397,2025-03-13 15:21:53,531
1233,2848,746,2025-02-03 08:29:37,1122
1234,3629,1300,2025-01-29 23:44:52,400
1235,2634,581,2025-03-30 23:27:20,1041
1236,2218,3469,2025-03-21 12:55:11,1145
1237,549,2798,2025-03-04 09:26:54,1035
1238,1438,1919,2025-02-11 07:10:05,1000
1239,1047,3964,2025-02-16 18:16:56,306
1240,2926,235,2025-03-10 17:53:35,889
1241,4022,950,2025-03-08 17:12:01,400
1242,2318,3944,2025-01-31 18:52:16,200
1243,415,626,2025-03-07 20:22:20,1000
1244,4109,356,2025-02-10 01:34:07,600
1245,3839,1864,2025-03-28 06:09:09,400
1246,3124,2335,2025-02-02 09:00:53,1238
1247,749,174,2025-03-04 08:26:14,889
1248,4722,2198,2025-02-02 12:37:45,552
1249,2662,2866,2025-03-17 01:19:59,600
1250,1429,3685,2025-02-06 11:05:48,800
1251,1277,2507,2025-02-05 22:05:21,678
1252,3385,3192,2025-03-03 19:10:56,1130
1253,783,3185,2025-02-05 02:30:05,200
1254,714,2907,2025-03-14 19:21:57,623
1255,3817,956,2025-02-12 12:42:00,523
1256,3685,1434,2025-02-07 19:56:10,600
1257,3212,806,2025-02-07 08:24:21,1020
1258,4737,1193,2025-03-07 13:07:29,600
1259,1454,3444,2025-03-05 05:45:36,800
1260,4162,2918,2025-01-27 00:03:33,776
1261,4733,3071,2025-03-24 17:05:40,864
1262,4137,3816,2025-02-09 15:19:04,563
1263,429,1587,2025-03-05 11:32:22,899
1264,1056,1901,2025-02-20 16:05:38,600
1265,4219,2603,2025-02-20 14:11:11,200
1266,2637,845,2025-01-30 22:54:41,662
1267,3980,2734,2025-03-11 18:59:05,656
1268,749,1634,2025-03-02 01:45:58,509
1269,2251,1215,2025-02-07 22:45:33,984
1270,1294,2281,2025-03-05 14:15:55,1292
1271,1781,2475,2025-03-07 06:06:23,800
1272,2451,224,2025-03-13 20:26:39,1191
1273,2157,3459,2025-03-16 23:13:40,200
1274,991,3118,2025-01-29 01:28:10,782
1275,213,1069,2025-03-03 21:31:29,200
1276,173,3405,2025-03-10 17:05:23,400
1277,4842,631,2025-03-26 18:09:17,400
1278,208,3587,2025-03-11 13:41:50,955
1279,4307,3928,2025-02-20 05:45:26,439
1280,4801,3370,2025-02-17 23:10:49,800
1281,3947,3954,2025-03-16 16:46:07,907
1282,2677,2703,2025-02-10 00:07:47,1062
1283,3180,1071,2025-03-23 08:04:51,600
1284,1137,3417,2025-02-19 10:35:08,400
1285,2217,2075,2025-02-06 04:44:54,743
1286,2972,2631,2025-02-27 15:57:48,1145
1287,2593,835,2025-03-14 22:44:16,460
1288,1773,2850,2025-02-16 19:33:56,400
1289,2261,1411,2025-02-21 03:18:40,200
1290,543,550,2025-02-10 13:28:55,400
1291,1276,381,2025-02-20 07:06:28,901
1292,3667,3058,2025-02-27 13:00:01,400
1293,967,1820,2025-03-26 18:08:33,400
1294,2213,390,2025-02-09 06:21:25,800
1295,143,2519,2025-02-07 07:10:58,400
1296,2591,847,2025-02-04 11:00:03,200
1297,1283,200,2025-03-22 01:30:09,1194
1298,1288,3341,2025-02-07 01:29:49,631
1299,3732,2698,2025-02-17 03:48:02,800
1300,2633,2556,2025-02-03 05:04:23,600
1301,3584,2667,2025-02-14 01:42:53,705
1302,638,1285,2025-02-15 14:12:17,987
1303,1147,3762,2025-03-20 05:13:01,600
1304,2524,438,2025-02-10 22:34:12,1255
1305,1606,3359,2025-02-24 23:39:42,950
1306,985,1849,2025-02-10 08:47:15,400
1307,4862,2223,2025-02-27 21:36:55,800
1308,2156,3910,2025-02-23 04:02:56,200
1309,1925,1454,2025-03-08 06:53:59,1259
1310,1874,3927,2025-03-08 02:02:34,827
1311,2260,1887,2025-03-14 02:45:33,600
1312,3508,958,2025-02-21 13:44:21,600
1313,4360,3151,2025-02-24 18:32:35,1035
1314,3729,2683,2025-02-19 10:01:48,727
1315,2351,3040,2025-02-27 20:50:51,1000
1316,3996,2344,2025-02-05 01:46:15,200
1317,3711,3514,2025-03-17 22:49:12,600
1318,2507,1801,2025-03-02 16:13:19,200
1319,3991,2153,2025-01-31 15:46:13,1479
1320,2717,900,2025-03-14 06:37:41,870
1321,2123,639,2025-03-10 06:29:43,400
1322,3003,1591,2025-03-25 00:39:28,923
1323,4434,612,2025-02-18 08:20:35,200
1324,1661,193,2025-03-15 17:20:54,629
1325,3982,1355,2025-01-23 06:09:03,1279
1326,1228,3149,2025-03-15 18:38:56,570
1327,469,2811,2025-03-04 05:28:02,1171
1328,509,627,2025-01-24 15:41:03,967
1329,4001,350,2025-02-07 06:56:48,800
1330,4708,3409,2025-02-19 06:14:33,968
1331,3220,356,2025-02-20 13:34:07,1201
1332,2698,2655,2025-02-24 14:09:02,400
1333,4983,3351,2025-04-01 08:02:20,701
1334,193,3186,2025-03-02 22:06:43,920
1335,556,1990,2025-03-09 10:55:24,1000
1336,1478,1682,2025-03-12 23:02:31,1153
1337,2316,3275,2025-03-17 18:36:09,1058
1338,985,15,2025-02-19 20:27:36,804
1339,1600,3665,2025-02-12 20:35:37,1000
1340,2520,2633,2025-03-23 07:50:07,800
1341,2765,1911,2025-02-26 06:22:22,1000
1342,4947,2819,2025-02-22 02:09:47,1115
1343,731,537,2025-03-03 05:53:32,831
1344,3733,806,2025-02-14 11:24:21,372
1345,4033,1548,2025-03-03 09:39:59,1173
1346,1809,2365,2025-03-04 03:38:50,910
1347,3791,115,2025-02-27 13:36:21,400
1348,3906,861,2025-03-15 05:46:51,694
1349,1434,3732,2025-02-25 09:03:39,400
1350,3946,995,2025-02-26 00:48:08,600
1351,4575,334,2025-03-21 22:37:10,200
1352,1654,992,2025-02-07 21:55:24,637
1353,2530,3869,2025-02-13 10:25:35,696
1354,1144,1530,2025-03-04 00:25:57,823
1355,2992,1104,2025-03-12 07:47:19,1000
1356,710,3408,2025-03-03 21:37:01,1126
1357,258,2167,2025-03-07 22:06:40,726
1358,392,3976,2025-03-10 22:48:31,1000
1359,238,3713,2025-02-09 11:21:09,800
1360,247,536,2025-04-03 13:22:23,1000
1361,1477,1132,2025-02-03 21:18:05,785
1362,391,814,2025-03-04 09:39:22,869
1363,3854,688,2025-02-05 19:37:42,600
1364,2844,1844,2025-02-09 17:47:36,990
1365,1775,2561,2025-02-06 10:52:50,200
1366,1319,3012,2025-03-03 14:24:09,400
1367,776,3035,2025-02-13 13:42:40,1009
1368,852,1823,2025-02-10 10:07:15,600
1369,1959,2872,2025-03-28 03:09:09,600
1370,3177,48,2025-02-08 15:07:36,771
1371,374,3008,2025-02-27 23:27:56,1298
1372,1608,1041,2025-01-27 12:26:44,1417
1373,198,3412,2025-03-08 14:20:44,800
1374,1856,2816,2025-02-22 01:58:53,400
1375,3222,3761,2025-02-15 06:38:39,1183
1376,4461,2611,2025-02-06 06:49:31,570
1377,4982,3575,2025-02-12 13:15:34,200
1378,4541,1778,2025-02-06 02:18:15,1175
1379,2340,1630,2025-02-18 13:50:22,1091
1380,2286,2445,2025-03-09 22:17:39,800
1381,920,3880,2025-01-30 03:35:24,1131
1382,909,2244,2025-02-03 00:20:13,830
1383,3420,945,2025-03-18 07:00:14,638
1384,555,1457,2025-02-12 13:31:31,487
1385,4265,1592,2025-04-03 02:44:35,400
1386,2159,550,2025-02-04 23:28:55,200
1387,1973,2708,2025-03-25 22:42:05,1244
1388,3517,78,2025-02-28 15:19:17,800
1389,198,853,2025-02-23 05:21:57,800
1390,4789,190,2025-03-12 12:36:39,876
1391,2960,2840,2025-03-11 15:12:59,1009
1392,1128,1479,2025-03-16 13:34:08,1021
1393,4087,1482,2025-03-14 20:59:44,1408
1394,575,2116,2025-02-16 13:18:23,957
1395,3370,1844,2025-02-09 14:47:36,481
1396,1092,1422,2025-03-18 10:19:00,1136
1397,484,3040,2025-02-26 11:50:51,691
1398,4588,16,2025-02-05 09:27:29,200
1399,487,347,2025-03-18 08:31:09,1000
1400,398,7,2025-02-27 21:27:48,585
1401,3143,76,2025-02-27 00:41:13,1000
1402,4006,976,2025-03-18 08:06:36,570
1403,4115,3475,2025-03-21 11:06:05,772
1404,3724,2588,2025-02-27 13:47:31,600
1405,3987,3487,2025-02-11 23:08:13,552
1406,4391,191,2025-03-18 00:04:28,1000
1407,3476,3304,2025-03-16 21:02:42,400
1408,903,3347,2025-03-10 17:43:27,200
1409,4909,1132,2025-01-26 19:18:05,1239
1410,651,2548,2025-03-18 23:59:56,513
1411,267,2885,2025-03-02 18:44:14,1302
1412,2082,861,2025-03-16 04:46:51,1366
1413,3754,1210,2025-03-23 15:00:36,562
1414,2658,77,2025-03-03 16:29:59,514
1415,3816,2418,2025-02-18 15:22:32,1021
1416,3335,2594,2025-02-03 10:27:56,600
1417,4059,3734,2025-02-16 21:49:19,200
1418,4098,457,2025-03-06 09:55:30,810
1419,966,1119,2025-02-16 08:51:48,800
1420,629,2539,2025-03-21 21:52:16,461
1421,2851,3387,2025-02-11 04:03:14,988
1422,4318,1031,2025-02-28 02:41:40,200
1423,1840,3285,2025-03-13 07:15:16,793
1424,259,1777,2025-02-26 00:39:35,400
1425,2304,3641,2025-01-27 22:34:04,600
1426,328,957,2025-02-23 12:27:49,629
1427,2368,2352,2025-02-16 21:35:00,1205
1428,4356,3430,2025-03-19 01:45:09,736
1429,261,1151,2025-03-05 07:38:07,600
1430,1739,1629,2025-02-21 20:25:49,600
1431,4496,1719,2025-03-16 21:26:48,439
1432,2026,2750,2025-02-06 18:08:28,600
1433,2965,2440,2025-02-20 11:05:56,1293
1434,1921,3855,2025-03-04 02:59:57,391
1435,387,656,2025-02-16 13:48:08,794
1436,591,1784,2025-02-18 12:29:47,383
1437,1635,620,2025-01-30 09:19:15,1287
1438,2950,906,2025-03-25 15:15:04,988
1439,2543,3335,2025-03-11 19:26:24,200
1440,2399,663,2025-02-21 08:43:38,692
1441,3895,2713,2025-03-30 01:49:26,1040
1442,1607,2369,2025-02-20 08:52:59,912
1443,2402,3560,2025-02-24 06:58:59,628
1444,4032,311,2025-02-16 14:28:20,847
1445,4460,1481,2025-02-24 17:36:49,1000
1446,2441,494,2025-02-05 14:47:34,1264
1447,4492,3,2025-02-13 17:05:50,802
1448,1488,2873,2025-03-07 20:24:38,413
1449,1979,3462,2025-02-27 07:47:24,400
1450,2277,2037,2025-02-07 21:15:30,818
1451,4990,1457,2025-02-02 18:31:31,733
1452,4413,543,2025-03-10 00:06:42,1388
1453,3251,17,2025-02-24 14:10:18,1278
1454,1788,281,2025-02-26 04:41:03,1000
1455,4929,1339,2025-02-04 00:18:01,1000
1456,2829,1796,2025-03-25 07:52:30,926
1457,1907,3445,2025-02-07 20:37:12,1000
1458,450,678,2025-02-27 14:41:15,1256
1459,2924,1904,2025-03-29 02:34:47,400
1460,3723,1157,2025-04-01 23:45:51,549
1461,379,1911,2025-02-14 22:22:22,588
1462,1726,2729,2025-03-15 04:38:27,1114
1463,559,548,2025-02-23 14:05:40,600
1464,1863,2390,2025-03-28 16:17:20,200
1465,4005,1181,2025-03-16 11:03:31,200
1466,1158,1112,2025-01-28 21:02:44,600
1467,3947,62,2025-03-16 03:21:35,200
1468,4595,3734,2025-02-18 07:49:19,800
1469,3532,567,2025-01-26 03:00:44,506
1470,1295,2197,2025-03-01 23:31:15,996
1471,916,3939,2025-03-07 17:50:06,470
1472,1266,2526,2025-03-02 05:33:13,926
1473,3039,1921,2025-03-01 11:12:17,800
1474,3978,2450,2025-03-09 19:12:07,200
1475,972,1155,2025-03-03 14:32:53,800
1476,1149,486,2025-03-20 16:17:18,964
1477,1892,3077,2025-02-16 06:56:05,712
1478,4150,2571,2025-03-17 23:43:45,200
1479,29,1326,2025-02-09 16:51:50,997
1480,2226,1472,2025-03-16 20:57:02,400
1481,1225,2085,2025-02-03 19:19:21,800
1482,1509,357,2025-03-05 12:07:22,532
1483,165,2853,2025-03-28 02:23:20,746
1484,487,3765,2025-03-10 21:22:31,1323
1485,4000,98,2025-03-10 03:29:16,1203
1486,503,1880,2025-02-19 18:32:45,1000
1487,617,3920,2025-02-17 16:38:27,600
1488,1974,2392,2025-02-15 10:48:14,1480
1489,4694,2465,2025-01-26 18:08:30,1000
1490,622,1481,2025-02-17 04:36:49,200
1491,3923,1093,2025-03-26 12:18:54,344
1492,2528,2301,2025-02-10 09:32:13,1240
1493,3409,1017,2025-03-05 05:04:45,737
1494,220,1080,2025-03-07 10:44:34,908
1495,2144,2114,2025-02-16 21:53:09,1277
1496,3298,130,2025-02-12 00:26:57,689
1497,2905,896,2025-02-16 10:54:24,800
1498,4547,2824,2025-02-18 23:30:26,814
1499,2476,3242,2025-02-28 06:36:56,1040
1500,3517,2187,2025-03-13 23:00:03,452
1501,2769,3633,2025-02-23 15:06:28,400
1502,3825,1452,2025-03-24 20:11:19,1247
1503,2451,3954,2025-03-18 15:46:07,1241
1504,2771,299,2025-02-01 05:14:55,504
1505,755,633,2025-03-07 10:53:16,923
1506,1943,2538,2025-03-24 03:08:32,779
1507,3199,1442,2025-02-19 09:24:56,1221
1508,756,3647,2025-03-27 11:22:50,200
1509,586,3411,2025-02-28 16:16:39,1000
1510,1765,1618,2025-02-03 18:25:09,600
1511,975,2922,2025-02-22 17:37:43,400
1512,3791,3526,2025-01-29 21:38:47,1254
1513,1045,2431,2025-02-07 09:46:38,1000
1514,2931,2222,2025-03-19 00:32:14,535
1515,928,535,2025-02-24 01:41:57,800
1516,4735,2797,2025-03-17 12:28:21,1058
1517,4766,1508,2025-03-17 06:26:54,956
1518,3648,1861,2025-03-07 15:51:17,800
1519,4589,203,2025-03-18 07:29:52,200
1520,3114,1304,2025-02-23 18:45:24,800
1521,2955,3880,2025-02-06 09:35:24,942
1522,3405,3467,2025-03-18 20:03:56,1067
1523,837,3488,2025-02-20 19:01:21,840
1524,186,290,2025-02-10 03:38:04,673
1525,4915,3691,2025-02-04 12:19:44,600
1526,2651,2498,2025-03-14 07:13:37,593
1527,3127,1839,2025-03-19 16:27:46,663
1528,1731,2410,2025-02-18 16:34:09,924
1529,4848,2146,2025-02-21 15:30:50,1072
1530,3711,2589,2025-03-13 23:20:34,600
1531,4598,3406,2025-03-08 17:50:56,600
1532,3012,866,2025-02-16 15:49:27,1000
1533,3313,495,2025-03-16 19:38:53,200
1534,1028,1792,2025-03-21 17:23:56,600
1535,3060,1267,2025-03-24 08:06:27,1395
1536,925,1472,2025-03-05 23:57:02,751
1537,273,390,2025-02-17 02:21:25,1000
1538,732,1798,2025-03-06 05:46:06,1000
1539,1163,561,2025-03-01 10:34:25,800
1540,4042,2599,2025-03-19 13:01:04,1491
1541,1575,722,2025-03-03 04:13:24,800
1542,4805,2980,2025-03-05 12:33:40,571
1543,49,2930,2025-03-10 23:33:11,1165
1544,1266,1371,2025-02-19 16:31:24,1183
1545,3570,3241,2025-02-14 03:03:23,600
1546,3287,2152,2025-03-21 19:39:51,791
1547,565,3654,2025-02-09 20:22:43,400
1548,4738,3241,2025-02-01 10:03:23,1442
1549,3034,157,2025-03-28 05:49:28,800
1550,1941,2569,2025-02-22 23:39:32,891
1551,1821,1717,2025-03-15 03:10:09,591
1552,4966,3841,2025-01-28 11:53:05,1226
1553,1865,1682,2025-03-06 07:02:31,630
1554,2712,3197,2025-02-17 03:22:49,600
1555,2753,2884,2025-01-28 01:14:08,730
1556,1424,1270,2025-02-25 04:31:47,400
1557,1736,2168,2025-02-12 20:14:01,1238
1558,1477,1185,2025-03-13 20:28:38,708
1559,4589,2994,2025-03-25 22:34:16,693
1560,3150,3050,2025-02-17 08:29:27,800
1561,2706,3738,2025-03-10 08:21:04,600
1562,632,2360,2025-03-04 14:43:37,781
1563,1624,87,2025-02-08 14:28:29,1182
1564,2502,648,2025-02-23 10:15:38,600
1565,3405,15,2025-02-20 17:27:36,1433
1566,1243,689,2025-03-05 12:40:34,1155
1567,4757,3764,2025-03-26 14:33:14,1248
1568,2705,1281,2025-02-08 09:08:19,200
1569,2304,856,2025-02-20 08:06:00,1115
1570,2238,767,2025-03-19 00:47:57,1105
1571,1000,3179,2025-02-17 14:02:16,1011
1572,2652,2141,2025-03-01 17:30:43,800
1573,2695,1992,2025-02-20 03:37:06,1207
1574,2518,433,2025-02-19 09:34:38,800
1575,4545,847,2025-02-02 20:00:03,700
1576,4130,1268,2025-03-02 10:23:55,838
1577,2603,3229,2025-02-28 07:57:22,381
1578,3361,3415,2025-03-22 09:38:45,381
1579,4237,1696,2025-02-04 11:20:35,861
1580,2235,3685,2025-02-02 12:05:48,1232
1581,887,3715,2025-02-17 17:03:21,800
1582,2445,451,2025-03-10 06:23:14,400
1583,1870,1243,2025-01-24 05:14:20,200
1584,3580,2962,2025-03-26 06:45:29,400
1585,295,348,2025-02-26 05:17:03,1321
1586,2806,2535,2025-03-25 02:37:45,600
1587,2759,1971,2025-02-06 10:27:27,1105
1588,3164,1408,2025-02-01 23:13:27,800
1589,1772,2387,2025-02-12 21:41:28,200
1590,1458,2391,2025-03-12 18:34:15,200
1591,1675,1796,2025-03-22 00:52:30,1335
1592,546,3490,2025-03-01 21:04:02,818
1593,2480,3820,2025-03-03 12:44:11,1183
1594,224,3953,2025-02-24 01:24:48,600
1595,3530,725,2025-03-13 11:53:03,1000
1596,763,442,2025-03-23 09:37:32,319
1597,883,1796,2025-03-26 19:52:30,400
1598,3955,2404,2025-02-28 19:56:33,400
1599,1128,3587,2025-03-16 12:41:50,1234
1600,1526,1619,2025-03-13 17:47:49,800
1601,4846,325,2025-03-29 09:21:22,1000
1602,4832,744,2025-03-09 04:53:36,200
1603,2925,1738,2025-02-27 14:51:37,1403
1604,843,3750,2025-03-28 14:02:29,1354
1605,1979,862,2025-01-29 06:50:59,547
1606,2455,1868,2025-03-28 16:33:33,652
1607,2981,3746,2025-01-29 23:37:05,702
1608,2074,3113,2025-03-08 03:49:18,958
1609,4374,990,2025-01-30 06:27:08,417
1610,1774,261,2025-03-01 16:08:35,1477
1611,2101,1447,2025-02-22 09:16:41,1192
1612,598,295,2025-02-19 14:35:17,1171
1613,859,2944,2025-02-01 21:21:25,1394
1614,956,2721,2025-03-03 08:31:33,529
1615,843,1884,2025-03-15 13:37:45,1391
1616,184,674,2025-03-01 21:32:09,1360
1617,2105,3522,2025-03-25 08:43:03,200
1618,1075,3275,2025-03-26 12:36:09,1065
1619,3859,245,2025-03-01 16:54:39,954
1620,2600,2339,2025-03-28 17:50:24,1361
1621,991,2831,2025-02-12 00:29:27,613
1622,160,1137,2025-02-23 23:16:52,588
1623,2370,2392,2025-02-14 16:48:14,400
1624,852,3663,2025-02-24 23:01:23,400
1625,4620,2997,2025-02-11 12:07:26,998
1626,3709,1922,2025-03-13 00:44:53,323
1627,2120,3709,2025-03-05 06:57:20,1014
1628,4819,1216,2025-03-14 09:35:57,1026
1629,2314,3544,2025-01-31 12:20:18,1144
1630,4641,956,2025-02-22 16:42:00,800
1631,1355,2935,2025-03-17 09:34:15,400
1632,2257,1327,2025-03-25 07:20:15,1000
1633,1346,3867,2025-01-22 08:43:42,400
1634,4323,3178,2025-02-28 10:55:31,200
1635,1867,457,2025-03-13 05:55:30,800
1636,1223,3178,2025-02-20 03:55:31,600
1637,4558,2147,2025-03-09 12:00:17,1000
1638,3364,3217,2025-02-25 11:37:44,800
1639,3852,2902,2025-02-21 07:59:31,770
1640,2752,1200,2025-02-08 20:51:48,789
1641,2045,3816,2025-02-18 12:19:04,734
1642,2684,157,2025-03-23 04:49:28,1386
1643,219,1763,2025-02-22 08:14:36,600
1644,1521,2162,2025-03-27 00:17:39,1476
1645,1744,805,2025-02-02 16:06:00,400
1646,1011,446,2025-02-05 10:36:54,600
1647,3597,651,2025-02-09 03:16:29,600
1648,4130,1626,2025-02-21 07:01:42,1140
1649,2140,860,2025-03-02 15:19:53,1372
1650,3181,1661,2025-02-17 17:31:29,1134
1651,393,3518,2025-02-13 13:48:15,1251
1652,121,216,2025-02-09 18:34:14,1168
1653,1609,3431,2025-03-09 12:38:17,906
1654,1488,1780,2025-03-08 09:17:45,789
1655,3870,3829,2025-01-23 23:31:29,731
1656,3896,1286,2025-02-06 17:40:40,560
1657,3549,905,2025-03-25 11:41:19,336
1658,2490,3428,2025-03-26 01:38:16,737
1659,298,2404,2025-03-06 00:56:33,1212
1660,2397,3983,2025-03-08 17:00:16,1425
1661,2845,3855,2025-02-19 20:59:57,200
1662,4740,2666,2025-01-28 03:24:38,754
1663,1397,3650,2025-03-02 00:35:34,805
1664,4291,3494,2025-03-05 04:33:15,1000
1665,901,2388,2025-03-05 15:07:11,800
1666,4328,132,2025-03-18 22:43:50,754
1667,63,3941,2025-03-01 05:52:38,1321
1668,3537,1196,2025-02-25 06:11:16,848
1669,2033,805,2025-02-03 11:06:00,1103
1670,4862,3972,2025-02-17 11:18:29,1209
1671,1439,802,2025-03-09 07:26:39,1100
1672,3949,193,2025-03-18 10:20:54,1370
1673,2238,2067,2025-03-03 02:46:21,997
1674,2117,570,2025-03-04 16:34:21,655
1675,3324,2794,2025-02-14 04:01:05,800
1676,2737,3794,2025-02-18 06:05:54,1000
1677,1976,3850,2025-03-24 18:08:31,518
1678,2989,1398,2025-02-05 13:03:12,1000
1679,4566,3922,2025-03-03 02:15:32,1300
1680,1297,2523,2025-03-28 05:54:55,655
1681,910,3772,2025-02-24 04:32:14,1200
1682,19,1020,2025-02-27 10:50:54,1235
1683,399,2306,2025-03-20 11:41:33,1214
1684,4368,3976,2025-03-15 09:48:31,1000
1685,2966,2393,2025-03-13 14:32:21,966
1686,3841,3525,2025-02-11 00:25:25,327
1687,4314,2168,2025-02-18 04:14:01,646
1688,3084,1212,2025-03-17 09:42:42,679
1689,2935,3136,2025-02-12 17:33:37,200
1690,4885,632,2025-02-23 22:56:06,400
1691,1202,3571,2025-02-11 07:51:33,400
1692,817,187,2025-02-04 05:54:07,645
1693,1747,1164,2025-03-01 05:24:03,400
1694,1556,3809,2025-02-10 02:18:18,517
1695,3717,3613,2025-03-20 23:19:05,1188
1696,4357,1704,2025-02-03 12:25:03,1468
1697,4945,1674,2025-03-03 06:22:44,303
1698,2422,3525,2025-02-07 22:25:25,800
1699,1051,3816,2025-02-07 21:19:04,200
1700,4800,2394,2025-02-06 21:12:27,400
1701,47,3448,2025-01-31 13:13:10,1188
1702,1161,3886,2025-03-11 07:33:16,400
1703,1388,3136,2025-02-12 00:33:37,200
1704,122,2934,2025-02-01 11:32:19,200
1705,4435,1811,2025-02-26 12:36:48,706
1706,1355,2116,2025-02-10 06:18:23,400
1707,4632,1754,2025-03-07 17:11:41,708
1708,2874,2410,2025-02-24 08:34:09,1000
1709,4526,3289,2025-03-03 03:11:11,200
1710,4550,3112,2025-02-18 22:20:30,938
1711,4916,1720,2025-02-04 05:27:13,1000
1712,3542,1004,2025-02-12 15:11:19,860
1713,3385,3189,2025-02-27 20:46:13,1000
1714,1559,862,2025-01-24 14:50:59,570
1715,994,3405,2025-03-02 00:05:23,200
1716,4575,2526,2025-03-03 03:33:13,200
1717,4988,2307,2025-02-21 05:09:10,1485
1718,4864,3829,2025-01-23 08:31:29,600
1719,1091,1424,2025-02-05 18:02:32,958
1720,344,2721,2025-03-03 03:31:33,600
1721,2020,124,2025-03-01 14:10:55,400
1722,2056,1913,2025-03-09 09:30:34,947
1723,978,2758,2025-02-12 12:08:04,763
1724,4863,1040,2025-02-10 16:32:01,200
1725,2284,850,2025-02-10 01:52:38,800
1726,2491,3059,2025-03-10 16:26:24,600
1727,4518,2329,2025-02-16 05:20:27,600
1728,903,2343,2025-01-24 22:27:29,761
1729,4794,2343,2025-01-26 18:27:29,907
1730,3915,766,2025-03-22 06:45:06,1000
1731,1515,3229,2025-03-02 05:57:22,1182
1732,803,3283,2025-03-01 19:12:47,830
1733,2033,15,2025-02-27 23:27:36,1000
1734,3894,227,2025-03-09 23:16:14,734
1735,3238,300,2025-03-02 05:34:15,1380
1736,3537,2249,2025-03-12 12:55:17,800
1737,2833,217,2025-02-20 13:58:44,759
1738,4087,2516,2025-03-16 00:52:09,672
1739,1615,3903,2025-02-09 05:34:48,389
1740,649,3708,2025-03-23 02:57:54,800
1741,1192,1891,2025-03-02 08:56:11,600
1742,3743,3149,2025-03-04 14:38:56,600
1743,2098,2278,2025-02-26 02:56:17,857
1744,2382,237,2025-03-20 19:59:26,1000
1745,2344,2420,2025-01-30 00:36:40,574
1746,3691,3657,2025-02-08 04:53:08,1182
1747,2909,2009,2025-02-17 17:39:20,400
1748,3915,1468,2025-03-23 00:11:22,872
1749,1142,175,2025-03-11 03:27:41,1269
1750,4195,1814,2025-03-25 19:35:49,800
1751,277,3028,2025-03-31 11:50:59,400
1752,1520,1094,2025-02-17 09:43:02,396
1753,4846,2736,2025-02-24 00:59:28,930
1754,3196,1050,2025-03-14 16:07:32,563
1755,4565,1871,2025-03-24 11:45:31,416
