order_id,booking_id,order_datetime,total_cost,delivery_method,screen_id,seat_id
460,1891,2025-02-23 04:47:57,29.88,QR,4,821028
461,4793,2025-03-20 00:00:43,13.64,QR,2,220286
462,1497,2025-02-16 11:08:24,7.16,QR,1,134336
463,3502,2025-02-13 00:23:42,39.77,QR,2,254061
464,3887,2025-02-24 10:38:22,18.02,Manual,2,332015
465,4860,2025-03-10 03:25:50,13.36,Manual,2,166819
466,1819,2025-01-27 08:47:41,40.86,QR,1,8791
467,3055,2025-02-06 04:08:43,19.2,QR,3,564353
468,3478,2025-03-28 14:18:43,17.76,Manual,1,45061
469,570,2025-03-20 14:25:11,36.08,QR,1,134492
470,1395,2025-02-09 14:52:36,16.3,Manual,2,318620
471,539,2025-03-16 07:55:41,42.55,QR,4,806449
472,1867,2025-03-21 06:56:16,28.31,QR,3,553430
473,3355,2025-02-22 05:54:54,22.91,QR,1,72236
474,2243,2025-02-04 04:55:48,12.06,Manual,2,249170
475,3671,2025-02-13 17:56:54,18.02,Manual,1,31165
476,1802,2025-02-06 10:15:51,14.62,QR,4,828458
477,16,2025-01-27 21:37:30,18.87,QR,3,379364
478,4135,2025-03-19 16:26:33,8.7,QR,1,55529
479,4740,2025-03-17 13:58:27,25.4,Manual,2,199488
480,1968,2025-02-26 11:17:32,26.16,QR,4,847632
481,2244,2025-02-21 18:13:22,40.37,Manual,1,3591
482,512,2025-02-27 16:56:15,26.51,Manual,4,723355
483,369,2025-03-24 12:16:56,27.55,Manual,3,383165
484,183,2025-01-30 19:50:51,15.2,Manual,1,100890
485,3546,2025-03-10 19:31:43,25.82,Manual,3,422171
486,635,2025-02-06 06:00:25,8.7,Manual,1,117408
487,4122,2025-02-18 23:28:06,25.87,QR,2,294290
488,3799,2025-03-31 05:12:28,23.22,QR,3,561095
489,1853,2025-02-09 23:56:53,14.9,QR,2,296802
490,4978,2025-02-20 19:04:22,39.81,Manual,3,398749
491,4017,2025-02-25 13:04:16,7.31,QR,1,116727
492,2943,2025-03-17 07:54:31,43.63,Manual,1,131686
493,220,2025-03-18 02:44:08,8.04,QR,2,170909
494,1215,2025-02-22 02:27:29,31.1,QR,1,106531
495,2487,2025-02-07 21:59:15,40.59,QR,2,283992
496,4195,2025-02-18 21:45:08,36.63,QR,3,404502
497,894,2025-02-18 23:55:04,22.76,Manual,2,216519
498,4646,2025-03-08 14:39:04,8.26,QR,3,555104
499,2208,2025-01-30 05:38:26,8.1,QR,3,352749
500,3440,2025-02-28 13:58:01,24.07,Manual,2,231353
501,2636,2025-02-25 19:27:08,23.83,Manual,2,298861
502,3135,2025-03-08 06:39:20,27.91,QR,2,178008
503,2438,2025-03-22 13:48:41,39.58,QR,4,661506
504,4982,2025-03-18 17:33:14,29.26,QR,1,120987
505,3653,2025-02-06 01:53:43,16.34,Manual,4,778881
506,306,2025-03-07 09:54:09,14.06,Manual,3,478770
507,2371,2025-03-24 09:41:14,4.97,Manual,1,47854
508,4385,2025-03-11 00:00:14,9.04,QR,2,241710
509,686,2025-03-22 02:35:27,15.26,Manual,2,306934
510,4839,2025-02-25 07:42:45,13.64,Manual,2,311238
511,1317,2025-03-17 23:12:12,22.58,QR,4,728287
512,1670,2025-02-17 11:35:29,7.16,Manual,4,842770
513,2640,2025-02-18 23:23:14,24.36,Manual,3,540509
514,1106,2025-03-22 07:47:35,16.52,QR,4,630696
515,3986,2025-02-03 18:05:07,32.91,QR,1,6235
516,3723,2025-02-06 05:44:14,14.06,QR,1,68698
517,4838,2025-03-19 12:31:54,44.63,QR,2,172140
518,3526,2025-03-09 05:48:51,9.63,Manual,3,573128
519,3637,2025-02-17 06:45:45,24.36,QR,3,385818
520,1938,2025-03-08 04:12:26,9.32,Manual,3,467382
521,3878,2025-02-13 17:18:23,32.75,QR,2,274684
522,1892,2025-02-05 21:20:29,19.01,QR,3,535291
523,2517,2025-03-13 23:01:06,6.64,Manual,3,586963
524,363,2025-03-01 23:29:35,41.52,QR,3,585095
525,3865,2025-02-12 01:31:11,15.86,Manual,2,349565
526,2657,2025-02-11 18:21:02,27.29,Manual,1,61913
527,1971,2025-03-06 14:52:21,29.96,Manual,1,8259
528,2126,2025-03-12 22:26:02,7.03,Manual,2,296079
529,2098,2025-02-25 04:03:02,31.16,Manual,1,103819
530,2363,2025-03-28 09:51:21,8.7,QR,3,376398
531,3325,2025-03-02 05:16:00,18.02,Manual,4,777282
532,690,2025-03-18 23:37:34,27.9,Manual,2,291364
533,2591,2025-02-20 01:36:15,4.05,QR,3,399103
534,1389,2025-02-23 05:40:57,33.2,QR,1,127828
535,244,2025-02-17 03:09:45,30.72,Manual,1,67664
536,224,2025-03-22 06:35:16,33.67,QR,3,598426
537,3066,2025-02-19 00:04:14,22.93,Manual,4,826965
538,488,2025-03-23 06:05:16,33.88,Manual,4,806153
539,1417,2025-02-16 22:07:19,13.33,Manual,4,783391
540,1499,2025-02-28 06:53:56,8.17,QR,4,660267
541,4279,2025-02-26 07:48:42,26.52,Manual,4,835361
542,2408,2025-02-16 14:26:42,43.98,QR,4,835307
543,4484,2025-03-20 09:50:34,40.65,Manual,3,531274
544,1880,2025-03-06 06:25:36,12.83,Manual,1,142055
545,2062,2025-03-22 03:07:51,9.34,QR,4,642867
546,4686,2025-02-05 10:53:48,17.46,Manual,2,249061
547,367,2025-03-07 09:55:37,39.67,QR,1,39695
548,2196,2025-03-08 05:11:46,22.58,Manual,4,625868
549,1661,2025-02-19 21:26:57,36.07,QR,4,813738
550,1014,2025-03-20 07:42:27,6.64,Manual,2,199484
551,1656,2025-02-06 17:59:40,14.32,Manual,2,207158
552,3435,2025-02-12 20:23:49,22.88,QR,1,44565
553,311,2025-02-19 21:36:01,41.96,QR,2,285742
554,4540,2025-02-14 08:34:29,7.09,Manual,4,629902
555,910,2025-02-10 10:18:29,29.95,QR,3,495755
556,835,2025-03-06 02:26:17,32.42,QR,1,19515
557,302,2025-03-06 17:28:49,4.66,QR,4,645374
558,3879,2025-02-12 16:57:39,36.38,QR,3,502206
559,4228,2025-03-05 11:07:45,35.48,Manual,2,188618
560,4342,2025-01-27 07:34:06,17.29,Manual,1,23574
561,4009,2025-03-12 09:40:02,28.86,Manual,2,191115
562,366,2025-03-25 09:03:19,23.47,QR,1,146051
563,2708,2025-03-21 01:45:13,35.22,Manual,1,42544
564,4601,2025-02-18 18:08:00,34.24,QR,1,17066
565,1520,2025-02-23 19:14:24,18.85,QR,2,210647
566,1841,2025-03-21 01:11:51,4.05,Manual,4,643059
567,4842,2025-03-04 17:56:50,30.96,Manual,1,119207
568,3472,2025-02-25 04:37:32,18.02,QR,3,454308
569,4747,2025-02-24 08:11:16,8.26,Manual,2,325202
570,3927,2025-03-24 11:48:03,18.58,Manual,1,96688
571,840,2025-02-14 14:51:32,9.02,Manual,3,566679
572,579,2025-03-04 06:14:09,9.32,QR,1,11162
573,1076,2025-03-17 20:57:11,6.64,QR,4,774286
574,1128,2025-02-03 00:27:20,17.6,Manual,2,198488
575,1941,2025-02-14 06:39:40,11.23,Manual,2,232131
576,4443,2025-02-15 02:49:18,48.72,QR,1,93307
577,2005,2025-02-07 04:52:39,9.01,Manual,3,502192
578,3611,2025-03-08 03:30:44,20.96,Manual,2,194828
579,2348,2025-03-03 17:14:30,23.87,QR,3,471677
580,257,2025-03-16 00:32:52,34.38,Manual,4,608950
581,3252,2025-03-30 09:51:50,23.68,QR,3,550828
582,651,2025-02-01 19:30:07,18.58,QR,2,214400
583,1956,2025-03-15 12:24:07,26.28,Manual,3,402286
584,1733,2025-02-27 23:54:36,4.66,QR,1,2129
585,1879,2025-03-15 14:54:45,38.94,QR,3,489976
586,3911,2025-03-18 21:22:39,11.67,Manual,1,22448
587,81,2025-03-07 09:39:44,16.34,Manual,1,23333
588,3912,2025-02-19 21:57:25,7.09,QR,3,586441
589,1708,2025-02-24 08:51:09,9.32,QR,3,452396
590,2407,2025-02-13 18:05:02,39.42,Manual,4,605997
591,4123,2025-02-17 01:44:19,23.67,QR,1,26267
592,2571,2025-03-12 18:36:18,18.58,QR,1,33336
593,462,2025-03-07 16:56:11,16.08,QR,3,403416
594,3974,2025-02-05 17:33:53,32.13,QR,1,103675
595,2801,2025-02-03 18:58:47,39.77,Manual,4,717558
596,4380,2025-02-10 21:33:30,22.22,QR,3,513372
597,4379,2025-03-27 02:43:01,9.34,QR,1,23052
598,1792,2025-03-24 20:03:00,11.17,QR,4,815049
599,495,2025-03-25 16:32:32,18.67,QR,3,484312
600,426,2025-02-26 01:21:59,13.28,Manual,2,266957
601,3429,2025-02-05 06:59:10,39.05,QR,2,198994
602,4265,2025-03-19 11:50:38,25.33,Manual,3,543777
603,659,2025-03-12 02:07:57,21.09,QR,1,117536
604,2652,2025-03-06 04:29:45,22.21,Manual,2,311359
605,2744,2025-03-28 11:32:35,8.17,Manual,4,828906
606,4538,2025-03-09 10:56:04,17.15,QR,1,63867
607,634,2025-02-11 13:57:13,25.22,Manual,4,634766
608,399,2025-03-06 20:06:41,34.26,Manual,2,336003
609,2048,2025-03-13 03:13:03,12.74,QR,3,556512
610,3835,2025-03-19 15:42:28,11.63,Manual,3,381423
611,4533,2025-03-09 10:03:26,38.18,QR,2,152219
612,478,2025-02-01 04:52:53,30.58,QR,1,57590
613,2434,2025-02-14 20:11:50,12.95,Manual,1,308
614,4880,2025-02-20 11:00:54,21.05,Manual,4,666388
615,2253,2025-02-01 13:00:58,4.69,QR,2,317926
616,4929,2025-03-25 22:43:08,29.12,Manual,4,663862
617,2181,2025-03-21 21:30:30,14.18,Manual,3,595262
618,1863,2025-03-08 00:32:41,7.31,QR,2,196701
619,4354,2025-03-19 09:07:36,27.05,QR,2,243193
620,1416,2025-02-03 10:52:56,7.31,QR,3,498353
621,326,2025-03-17 19:05:41,14.06,Manual,2,295551
622,1598,2025-02-28 20:04:33,31.82,QR,3,450949
623,3341,2025-01-30 11:23:10,30.75,QR,4,735329
624,1018,2025-02-14 21:24:50,32.34,QR,3,469863
625,2833,2025-03-09 08:05:32,18.33,Manual,1,12043
626,3360,2025-03-16 15:21:27,30.62,QR,4,651693
627,1914,2025-03-14 10:09:42,8.26,QR,2,307802
628,2638,2025-03-08 13:36:53,32.51,Manual,1,121559
629,1704,2025-02-01 11:52:19,20.16,Manual,3,583409
630,1805,2025-03-14 09:44:18,4.05,QR,2,211736
631,4230,2025-03-14 12:49:47,33.3,QR,4,783153
632,2398,2025-03-14 20:48:07,4.67,Manual,1,22862
633,161,2025-03-21 01:35:19,16.73,Manual,1,104728
634,609,2025-02-18 01:34:52,6.64,QR,3,558710
635,4721,2025-02-26 05:27:29,9.29,Manual,2,151019
636,525,2025-02-14 13:44:50,4.97,QR,1,46075
637,4504,2025-03-14 01:04:22,28.74,Manual,4,794450
638,708,2025-02-25 06:53:30,8.7,Manual,3,393431
639,941,2025-03-24 10:49:35,7.03,Manual,1,76520
640,3881,2025-02-19 19:54:37,18.69,Manual,2,259605
641,44,2025-02-14 01:46:07,18.84,QR,2,151392
642,3259,2025-03-02 08:43:30,13.28,Manual,4,629199
643,1295,2025-02-07 07:23:58,27.62,Manual,3,479521
644,4889,2025-03-01 10:27:22,37.21,QR,3,407410
645,1481,2025-02-03 19:49:21,13.8,Manual,3,371210
646,2617,2025-02-04 12:30:05,31.48,Manual,4,834899
647,3886,2025-02-05 01:01:36,19.39,Manual,2,291978
648,2328,2025-03-20 08:14:17,12.22,Manual,2,325443
649,3964,2025-03-13 09:38:12,35.84,QR,1,126277
650,1517,2025-03-17 06:50:54,16.88,QR,2,251472
651,4807,2025-01-28 02:35:00,48.82,Manual,1,86795
652,3620,2025-02-16 16:08:18,24.58,Manual,4,738695
653,3035,2025-03-01 20:44:39,18.85,Manual,1,67396
654,2538,2025-02-25 12:02:07,12.77,Manual,1,86379
655,1905,2025-02-19 05:18:44,4.05,Manual,1,32438
656,564,2025-02-27 20:00:27,22.13,QR,3,426200
657,4093,2025-03-30 17:06:51,31.08,QR,2,175533
658,130,2025-02-04 08:00:35,15.12,QR,3,462845
659,1222,2025-03-18 16:10:08,18.58,Manual,3,547015
660,879,2025-03-06 23:43:45,33.79,QR,4,745935
661,2956,2025-02-13 13:30:17,27.01,Manual,2,298554
662,3866,2025-02-13 07:34:07,13.36,Manual,3,496149
663,4039,2025-03-23 12:46:51,39.7,QR,2,341037
664,4806,2025-02-22 12:10:07,30.27,QR,3,557766
665,3470,2025-03-16 19:19:39,14.07,QR,1,82622
666,4977,2025-01-30 06:59:37,31.26,Manual,1,90683
667,2811,2025-02-03 01:07:22,15.51,QR,2,278294
668,3293,2025-02-09 23:01:14,39.94,QR,4,842629
669,1990,2025-02-11 14:37:47,43.31,QR,3,368955
670,4901,2025-03-21 13:39:22,7.31,QR,2,243534
671,3797,2025-01-28 21:17:16,18.07,Manual,2,262009
672,4060,2025-03-06 00:21:04,9.34,Manual,1,63779
673,2145,2025-03-11 12:51:43,14.06,QR,4,755659
674,795,2025-02-05 04:34:05,21.58,QR,3,471312
675,3869,2025-01-25 10:02:05,28.13,QR,4,810057
676,4071,2025-03-07 19:32:51,7.03,QR,4,643280
677,2564,2025-03-15 09:09:44,7.09,QR,4,655761
678,2930,2025-02-13 00:21:50,37.55,QR,2,215072
679,1309,2025-03-08 06:58:59,11.38,QR,2,240677
680,4962,2025-03-02 11:51:22,38.18,Manual,2,197069
681,4732,2025-03-01 22:27:24,33.57,Manual,1,20635
682,3275,2025-02-28 03:11:55,26.45,QR,1,138693
683,2152,2025-02-15 13:20:20,38.77,QR,1,37685
684,3510,2025-02-18 09:01:14,14.32,QR,3,447976
685,848,2025-03-03 16:10:10,12.88,QR,3,428353
686,3142,2025-03-19 13:36:20,13.73,QR,1,25403
687,4356,2025-02-08 18:26:29,18.02,Manual,4,824347
688,987,2025-03-05 05:39:56,21.19,QR,1,91095
689,155,2025-02-06 15:59:48,24.56,Manual,4,708857
690,2594,2025-03-16 10:31:54,22.95,Manual,2,172133
691,1193,2025-03-23 00:38:16,10.31,Manual,2,230280
692,4318,2025-02-17 23:26:16,22.72,Manual,1,31626
693,2971,2025-02-04 21:10:38,21.88,QR,2,295742
694,2308,2025-03-25 10:20:09,19.15,QR,4,699662
695,3555,2025-02-27 01:19:41,20.55,QR,3,564174
696,750,2025-03-01 16:33:43,7.31,QR,2,174667
697,1793,2025-02-20 07:16:00,12.26,QR,4,652094
698,4673,2025-02-05 09:17:15,16.87,QR,2,314543
699,4583,2025-03-12 14:50:59,14.31,Manual,3,461597
700,1730,2025-03-22 06:55:06,9.38,Manual,1,114871
701,3619,2025-01-24 12:28:01,28.05,Manual,1,24660
702,1830,2025-03-27 18:38:25,14.82,QR,1,21121
703,1351,2025-03-21 23:06:10,23.59,Manual,1,50094
704,2033,2025-02-14 04:07:29,11.31,QR,1,13256
705,2852,2025-03-24 12:00:29,21.49,QR,2,234177
706,1687,2025-02-18 04:35:01,8.7,QR,3,391879
707,1363,2025-02-05 19:53:42,35.5,Manual,1,103066
708,1303,2025-03-20 05:29:01,23.63,Manual,4,790412
709,663,2025-03-20 13:10:16,19.29,QR,4,845744
710,934,2025-02-11 17:31:07,8.7,QR,4,615405
711,2173,2025-02-12 18:57:14,15.93,QR,2,169397
712,2676,2025-03-21 04:14:24,32.33,QR,1,37089
713,1196,2025-03-21 00:16:01,16.52,QR,4,676896
714,1033,2025-02-21 13:21:24,11.74,Manual,1,108234
715,383,2025-02-21 16:03:13,14.6,QR,1,11334
716,1976,2025-01-28 10:22:18,36.91,Manual,3,544284
717,1353,2025-02-13 10:33:35,6.64,QR,4,817145
718,2283,2025-02-26 19:12:30,33.98,Manual,3,363095
719,2220,2025-03-06 20:29:05,21.21,Manual,1,146763
720,2162,2025-03-02 22:07:03,35.78,Manual,2,196242
721,513,2025-02-03 15:06:24,9.94,QR,4,609373
722,4841,2025-03-06 17:23:34,27.03,Manual,2,310371
723,2155,2025-02-27 11:42:17,27.03,QR,3,560433
724,4696,2025-03-29 05:36:27,17.18,QR,1,21887
725,4019,2025-03-24 01:02:30,31.18,QR,2,163240
726,3781,2025-03-22 14:41:01,7.03,QR,4,790472
727,3771,2025-02-03 08:46:26,29.92,QR,2,195677
728,726,2025-02-08 14:13:48,17.46,Manual,4,787614
729,3795,2025-03-06 19:09:42,34.07,Manual,4,636436
730,4450,2025-02-18 11:12:35,34.75,Manual,2,171681
731,2080,2025-01-30 15:27:41,13.14,Manual,1,29730
732,2484,2025-02-23 23:36:36,8.7,Manual,4,841672
733,2684,2025-02-06 20:37:15,20.01,Manual,2,345809
734,4180,2025-03-02 05:18:57,40.64,Manual,3,514314
735,2186,2025-02-18 23:49:57,7.31,QR,4,821122
736,745,2025-02-27 19:13:06,23.45,QR,4,633314
737,2606,2025-02-15 13:23:05,8.17,QR,3,475821
738,629,2025-02-20 10:31:16,22.57,QR,1,31637
739,408,2025-03-15 20:14:18,18.58,QR,1,33417
740,3506,2025-02-17 14:15:47,42.66,Manual,4,712332
741,4800,2025-02-12 07:06:13,41.63,Manual,2,200401
742,235,2025-02-09 18:22:52,16.14,Manual,4,647630
743,3576,2025-03-06 14:24:47,11.84,Manual,4,823786
744,2661,2025-01-25 20:14:43,17.69,Manual,3,564442
745,1343,2025-03-03 06:20:32,17.83,Manual,1,80516
746,1782,2025-03-08 06:25:35,33.54,Manual,4,617829
747,3758,2025-02-14 01:34:55,22.12,QR,1,82450
748,4103,2025-02-25 21:30:49,40.3,Manual,4,724094
749,156,2025-02-14 15:03:12,18.04,Manual,4,715666
750,2192,2025-01-27 15:44:34,12.35,QR,3,566142
751,401,2025-03-27 07:38:55,30.7,QR,4,673783
752,3076,2025-03-04 14:49:57,14.06,QR,3,553123
753,3928,2025-02-06 20:55:20,17.46,QR,4,671340
754,3511,2025-02-08 22:12:32,21.22,Manual,2,285349
755,590,2025-02-27 11:20:55,8.26,QR,1,18466
756,1829,2025-02-02 12:54:00,24.05,QR,3,596069
757,3069,2025-02-15 17:24:52,16.34,QR,3,534982
758,2903,2025-02-24 15:37:55,21.35,QR,1,10205
759,2898,2025-03-22 05:54:46,16.36,QR,2,222422
760,1141,2025-02-27 14:26:57,39.63,QR,4,830713
761,4250,2025-02-16 11:40:43,34.44,QR,4,677143
762,2729,2025-03-02 11:11:22,29.44,QR,3,407479
763,2416,2025-03-03 18:32:32,31.34,Manual,1,79233
764,4665,2025-02-06 09:02:12,27.8,QR,2,337959
765,3861,2025-03-26 00:07:51,23.94,QR,2,323210
766,4205,2025-02-05 21:19:20,9.94,QR,4,844636
767,654,2025-02-11 16:54:06,23.69,Manual,2,232496
768,626,2025-03-24 02:48:12,19.4,QR,2,227960
769,2481,2025-04-05 00:27:15,18.97,Manual,2,215308
770,4043,2025-03-18 04:46:50,9.01,QR,3,550752
771,78,2025-02-12 08:34:22,8.1,QR,2,234588
772,2445,2025-02-28 15:55:21,45.01,QR,1,112900
773,3736,2025-02-02 20:06:37,41.59,Manual,1,84237
774,2813,2025-01-24 23:48:57,15.53,Manual,3,486165
775,2360,2025-02-10 01:35:19,12.46,Manual,1,95078
776,2883,2025-03-04 18:00:55,31.36,QR,3,521782
777,916,2025-03-12 08:40:29,14.93,QR,4,719425
778,4667,2025-02-26 18:15:10,15.33,QR,3,382016
779,1719,2025-02-05 18:25:32,21.18,Manual,2,234660
780,4191,2025-02-01 23:00:13,46.68,QR,3,368262
781,3490,2025-03-22 22:05:47,6.57,QR,4,773521
782,2131,2025-03-19 05:01:56,26.48,QR,4,634309
783,3873,2025-03-11 14:17:05,34.05,QR,2,176975
784,1175,2025-03-03 22:59:34,24.53,Manual,4,787022
785,101,2025-03-14 18:27:07,19.41,Manual,2,285441
786,2942,2025-02-03 15:54:00,32.58,Manual,1,25768
787,3246,2025-02-19 22:19:48,18.24,Manual,2,311567
788,2091,2025-02-12 14:07:07,50.12,Manual,1,75682
789,1760,2025-03-15 11:10:20,30.93,QR,4,671995
790,2447,2025-03-10 02:28:34,9.29,Manual,4,831584
791,2868,2025-02-28 07:00:53,22.1,Manual,4,641461
792,3305,2025-02-24 14:02:57,13.73,QR,3,519811
793,4593,2025-02-23 13:10:49,19.62,Manual,1,78206
794,2754,2025-02-04 02:58:19,12.6,Manual,3,533062
795,118,2025-03-22 14:27:07,9.32,QR,2,292540
796,4000,2025-02-12 17:27:00,15.6,Manual,4,640912
797,2654,2025-02-03 20:44:25,29.52,Manual,1,148515
798,1125,2025-02-28 19:59:57,9.29,Manual,3,519764
799,1188,2025-02-15 07:44:13,34.56,Manual,1,11300
800,1864,2025-02-13 08:15:54,9.94,Manual,2,229346
801,2054,2025-03-28 13:40:35,27.11,QR,1,88892
802,449,2025-03-31 06:41:03,8.26,Manual,3,584393
803,3700,2025-03-14 12:43:53,13.98,Manual,3,418401
804,2217,2025-02-28 11:09:59,39.43,Manual,2,266948
805,551,2025-02-13 09:25:53,4.05,Manual,3,493905
806,3194,2025-02-21 07:45:18,29.41,QR,2,338169
807,2894,2025-02-07 11:41:40,15.58,QR,4,756152
808,3048,2025-02-17 21:59:56,19.1,Manual,2,229741
809,2891,2025-02-22 18:26:35,43.34,QR,4,833667
810,4915,2025-02-17 00:10:00,29.75,QR,1,73594
811,1442,2025-02-20 09:22:59,9.01,Manual,3,442196
812,730,2025-02-25 18:11:17,8.04,Manual,2,256370
813,4096,2025-03-13 10:20:07,24.78,QR,3,462493
814,203,2025-03-24 23:51:20,27.42,Manual,3,563028
815,2377,2025-03-16 22:13:31,14.32,Manual,2,242221
816,3175,2025-02-11 02:43:24,35.83,QR,1,139127
817,131,2025-01-29 23:30:03,11.66,Manual,3,486307
818,2726,2025-02-17 10:55:15,34.74,QR,1,101677
819,2780,2025-03-03 15:56:04,8.73,Manual,4,712196
820,1174,2025-03-04 06:30:49,9.94,QR,3,408831
821,4938,2025-03-21 21:48:43,14.66,QR,1,83732
822,362,2025-03-05 15:34:27,4.66,Manual,1,71887
823,1647,2025-02-09 03:38:29,22.68,QR,1,97612
824,2271,2025-02-26 00:42:06,8.1,QR,4,824990
825,1654,2025-03-08 09:29:45,36.55,Manual,2,305815
826,1871,2025-03-09 10:35:48,8.17,QR,4,665231
827,2583,2025-02-02 10:29:13,20.24,QR,4,762170
828,4752,2025-03-22 10:39:37,15.17,Manual,3,474398
829,3221,2025-02-24 09:48:43,4.69,QR,4,704933
830,4338,2025-01-24 21:15:37,8.26,QR,1,84256
831,2493,2025-03-19 17:53:21,11.46,Manual,3,549174
832,1008,2025-02-05 10:26:58,28.0,QR,3,479594
833,1181,2025-03-10 09:38:10,34.78,Manual,4,669947
834,2668,2025-03-21 14:29:21,14.62,QR,3,385535
835,4737,2025-02-12 14:00:18,13.93,Manual,1,37912
836,2376,2025-03-16 04:24:32,14.32,Manual,3,585462
837,2929,2025-03-09 05:37:22,35.68,QR,2,197113
838,1375,2025-02-15 06:52:39,30.78,Manual,4,790195
839,3638,2025-01-26 10:45:09,9.94,QR,2,328720
840,2395,2025-02-26 13:45:47,18.7,QR,3,355029
841,2526,2025-03-10 17:50:10,30.03,QR,4,817765
842,1500,2025-03-13 23:21:03,39.45,QR,3,396694
843,3309,2025-01-29 10:08:25,16.52,Manual,2,335333
844,435,2025-03-13 13:00:12,21.64,QR,2,190387
845,4610,2025-02-24 16:33:19,44.92,QR,4,709186
846,1108,2025-02-26 09:12:17,22.15,Manual,1,111181
847,420,2025-03-10 08:57:27,16.52,QR,3,571415
848,1337,2025-03-17 18:44:09,7.16,QR,4,668637
849,2647,2025-02-25 10:23:47,18.58,QR,4,623186
850,3820,2025-02-08 14:29:36,13.28,QR,2,338977
851,4529,2025-03-16 08:12:14,32.23,Manual,4,785863
852,4749,2025-03-18 23:23:22,26.84,Manual,4,772948
853,3560,2025-03-01 10:14:02,35.8,QR,3,513714
854,3287,2025-02-12 07:30:46,31.22,QR,2,239933
855,2991,2025-02-02 06:02:06,17.46,QR,3,439112
856,57,2025-02-14 19:29:43,23.56,QR,4,820121
857,2630,2025-02-15 17:38:30,12.7,QR,4,627942
858,2310,2025-02-04 17:59:01,15.88,QR,4,840524
859,1192,2025-02-06 04:52:47,8.17,QR,4,731360
860,219,2025-02-14 20:21:12,15.09,Manual,1,92695
861,3005,2025-02-15 02:03:54,11.39,QR,1,72244
862,3507,2025-03-05 15:47:44,13.14,QR,2,236260
863,3029,2025-04-01 00:36:36,36.61,Manual,1,46404
864,2113,2025-03-16 04:17:08,22.74,QR,4,789623
865,11,2025-03-24 04:54:24,28.8,QR,3,376661
866,1372,2025-01-27 12:32:44,27.39,Manual,2,158040
867,1443,2025-02-24 07:04:59,35.39,Manual,4,739979
868,4700,2025-02-10 19:02:03,32.2,QR,1,127050
869,2027,2025-01-25 10:41:02,8.26,Manual,3,401772
870,4224,2025-02-01 03:36:37,39.19,Manual,4,766056
871,4881,2025-03-21 19:33:19,12.09,Manual,3,485055
872,1209,2025-02-18 23:58:20,4.67,Manual,1,121349
873,520,2025-04-05 19:36:37,25.07,Manual,3,568485
874,3277,2025-02-09 17:38:49,10.28,Manual,1,49899
875,4431,2025-02-28 16:32:11,17.49,QR,3,446877
876,794,2025-02-15 05:25:04,25.24,QR,3,540854
877,2180,2025-03-28 13:26:40,9.01,QR,1,74581
878,2088,2025-02-27 02:54:47,13.7,Manual,2,203885
879,1314,2025-02-19 10:07:48,24.51,QR,3,520575
880,969,2025-02-22 04:58:56,24.78,QR,4,830215
881,3238,2025-03-15 15:11:34,7.16,Manual,3,485891
882,2492,2025-02-25 05:41:20,24.8,Manual,3,384119
883,3944,2025-02-23 07:23:02,28.53,Manual,3,513502
884,1255,2025-02-12 12:59:00,29.29,Manual,1,143335
885,925,2025-02-10 18:00:34,31.64,QR,4,606369
886,2857,2025-02-03 06:22:57,8.73,Manual,4,670932
887,998,2025-01-23 13:21:05,4.66,Manual,4,810004
888,4608,2025-01-31 21:17:23,14.83,QR,1,64098
889,1136,2025-02-03 22:40:08,9.94,QR,2,327903
890,2482,2025-03-02 18:23:33,29.13,Manual,4,810702
891,1790,2025-02-07 19:28:20,17.46,Manual,1,37673
892,3219,2025-03-14 01:34:30,34.42,QR,3,595492
893,308,2025-03-03 04:39:04,18.02,QR,2,307653
894,971,2025-03-22 15:51:23,9.38,Manual,2,185974
895,2486,2025-03-01 20:20:31,8.17,QR,2,286226
896,2888,2025-03-14 14:09:26,23.32,QR,4,788791
897,323,2025-03-10 05:54:46,36.1,Manual,4,726527
898,4276,2025-03-14 15:48:35,24.44,QR,4,814218
899,2984,2025-03-23 21:21:44,16.08,Manual,1,141296
900,2713,2025-03-18 18:13:07,27.9,Manual,3,508031
901,1484,2025-03-10 21:23:31,6.57,Manual,4,791231
902,4425,2025-01-26 18:09:34,21.19,QR,4,815518
903,3316,2025-02-23 15:10:22,14.32,Manual,2,275936
904,1117,2025-03-03 01:14:57,20.59,Manual,3,596360
905,318,2025-03-28 09:05:11,20.7,QR,3,544786
906,4813,2025-03-08 06:46:13,36.65,QR,3,481463
907,4871,2025-03-05 04:37:31,26.37,Manual,1,87188
908,3766,2025-01-29 18:37:59,30.81,Manual,3,350736
909,4931,2025-02-24 02:17:10,9.29,Manual,1,100649
910,4295,2025-02-06 13:19:31,29.41,QR,2,324771
911,1540,2025-03-19 13:08:04,12.08,QR,3,499696
912,4552,2025-03-20 12:50:58,13.68,Manual,1,12787
913,1596,2025-03-23 10:06:32,4.35,QR,1,66235
914,826,2025-02-24 00:35:10,42.61,QR,1,23939
915,4927,2025-02-19 08:29:42,20.15,QR,4,635822
916,2859,2025-03-07 15:19:34,19.01,QR,2,310207
917,4731,2025-04-01 10:07:58,27.87,Manual,4,715225
918,465,2025-03-23 06:03:14,16.52,Manual,4,622799
919,578,2025-03-19 14:17:18,28.41,Manual,4,802324
920,3269,2025-03-24 00:53:32,27.51,Manual,4,675561
