ticket_id,booking_id,show_seat_id,qr_code,delivery_method,is_downloaded,scanned_at
3329,1110,72340,TICKET-3329-5957,App,True,
3330,1110,72411,TICKET-3330-4357,WhatsApp,False,2025-02-10 17:05:02
3331,1110,72405,TICKET-3331-2550,App,True,
3332,1111,274168,TICKET-3332-7815,App,True,2025-02-24 10:05:25
3333,1111,274096,TICKET-3333-2367,App,True,2025-02-24 10:05:25
3334,1111,274137,TICKET-3334-7537,WhatsApp,True,
3335,1111,274161,TICKET-3335-2022,WhatsApp,True,2025-02-24 10:05:25
3336,1112,134866,TICKET-3336-8367,App,True,2025-03-27 14:37:41
3337,1112,134999,TICKET-3337-2500,WhatsApp,False,2025-03-27 14:37:41
3338,1112,134879,TICKET-3338-1124,App,False,
3339,1112,134877,TICKET-3339-5803,WhatsApp,True,
3340,1113,439677,TICKET-3340-6069,App,True,
3341,1113,439657,TICKET-3341-8733,WhatsApp,False,
3342,1113,439652,TICKET-3342-4498,App,False,2025-02-12 22:19:35
3343,1113,439635,TICKET-3343-7732,App,True,
3344,1113,439585,TICKET-3344-5209,App,False,
3345,1114,482518,TICKET-3345-4354,WhatsApp,True,2025-03-03 16:05:30
3346,1115,711342,TICKET-3346-9333,WhatsApp,False,2025-03-05 17:11:28
3347,1115,711422,TICKET-3347-7893,App,True,2025-03-05 17:11:28
3348,1115,711427,TICKET-3348-7204,WhatsApp,False,
3349,1115,711314,TICKET-3349-9319,App,True,2025-03-05 17:11:28
3350,1115,711408,TICKET-3350-4885,App,False,2025-03-05 17:11:28
3351,1116,600503,TICKET-3351-2459,App,True,2025-02-24 01:41:15
3352,1117,596360,TICKET-3352-6268,App,True,2025-03-13 00:51:57
3353,1117,596275,TICKET-3353-5473,App,True,
3354,1117,596430,TICKET-3354-5139,WhatsApp,True,
3355,1117,596288,TICKET-3355-4055,WhatsApp,False,
3356,1117,596399,TICKET-3356-1525,WhatsApp,False,2025-03-13 00:51:57
3357,1118,444539,TICKET-3357-3006,App,True,2025-02-27 00:03:22
3358,1118,444651,TICKET-3358-4358,App,True,
3359,1119,174709,TICKET-3359-6038,App,False,
3360,1119,174738,TICKET-3360-1941,WhatsApp,False,2025-03-04 17:29:43
3361,1119,174787,TICKET-3361-2219,WhatsApp,True,2025-03-04 17:29:43
3362,1120,136556,TICKET-3362-1926,WhatsApp,True,
3363,1121,461432,TICKET-3363-4873,App,False,
3364,1121,461373,TICKET-3364-9543,App,False,2025-02-23 11:46:08
3365,1122,78249,TICKET-3365-7403,WhatsApp,True,2025-02-27 13:54:49
3366,1122,78296,TICKET-3366-2701,WhatsApp,True,
3367,1122,78169,TICKET-3367-5055,App,True,2025-02-27 13:54:49
3368,1123,457737,TICKET-3368-6693,WhatsApp,False,2025-02-18 07:46:38
3369,1123,457621,TICKET-3369-8279,WhatsApp,False,2025-02-18 07:46:38
3370,1123,457520,TICKET-3370-8948,WhatsApp,True,2025-02-18 07:46:38
3371,1123,457595,TICKET-3371-1524,WhatsApp,False,
3372,1124,617339,TICKET-3372-3485,WhatsApp,False,2025-02-10 01:24:38
3373,1124,617374,TICKET-3373-9642,App,False,
3374,1124,617483,TICKET-3374-9513,WhatsApp,True,
3375,1124,617434,TICKET-3375-6576,WhatsApp,True,2025-02-10 01:24:38
3376,1125,519764,TICKET-3376-2000,WhatsApp,True,2025-03-04 14:50:57
3377,1126,771726,TICKET-3377-8731,App,True,2025-03-31 23:03:09
3378,1127,74141,TICKET-3378-6236,App,True,
3379,1127,74120,TICKET-3379-2727,App,True,
3380,1127,74232,TICKET-3380-6064,WhatsApp,True,2025-03-21 21:38:53
3381,1127,74202,TICKET-3381-7300,App,False,2025-03-21 21:38:53
3382,1128,198563,TICKET-3382-1497,App,True,2025-02-06 19:14:20
3383,1128,198546,TICKET-3383-7440,WhatsApp,False,2025-02-06 19:14:20
3384,1128,198420,TICKET-3384-8329,App,True,2025-02-06 19:14:20
3385,1128,198533,TICKET-3385-8941,WhatsApp,False,2025-02-06 19:14:20
3386,1128,198488,TICKET-3386-5225,App,False,2025-02-06 19:14:20
3387,1129,477233,TICKET-3387-3915,WhatsApp,False,2025-03-07 20:27:31
3388,1129,477032,TICKET-3388-1710,WhatsApp,True,2025-03-07 20:27:31
3389,1129,477152,TICKET-3389-4564,WhatsApp,False,2025-03-07 20:27:31
3390,1130,784495,TICKET-3390-1271,WhatsApp,True,
3391,1131,691717,TICKET-3391-1116,WhatsApp,False,2025-03-05 08:26:52
3392,1131,691636,TICKET-3392-4236,WhatsApp,True,2025-03-05 08:26:52
3393,1131,691680,TICKET-3393-7083,WhatsApp,False,
3394,1132,577004,TICKET-3394-3868,WhatsApp,False,2025-02-09 11:05:51
3395,1132,577071,TICKET-3395-4569,App,False,2025-02-09 11:05:51
3396,1132,577208,TICKET-3396-2297,WhatsApp,False,2025-02-09 11:05:51
3397,1132,577065,TICKET-3397-5978,WhatsApp,False,
3398,1133,785956,TICKET-3398-1284,App,True,
3399,1133,785884,TICKET-3399-3088,App,True,
3400,1133,785999,TICKET-3400-7758,App,False,
3401,1133,785796,TICKET-3401-9353,App,True,
3402,1134,222220,TICKET-3402-3777,WhatsApp,False,
3403,1134,222394,TICKET-3403-4026,App,True,
3404,1134,222225,TICKET-3404-8895,WhatsApp,False,
3405,1134,222229,TICKET-3405-7242,App,False,2025-03-01 22:46:59
3406,1134,222231,TICKET-3406-8932,WhatsApp,False,
3407,1135,50354,TICKET-3407-8064,App,False,2025-02-24 17:35:23
3408,1136,327946,TICKET-3408-8497,App,True,2025-02-05 00:17:08
3409,1136,327925,TICKET-3409-8301,WhatsApp,True,
3410,1136,327825,TICKET-3410-2424,App,True,2025-02-05 00:17:08
3411,1136,327903,TICKET-3411-4433,WhatsApp,False,2025-02-05 00:17:08
3412,1136,327873,TICKET-3412-5022,WhatsApp,True,2025-02-05 00:17:08
3413,1137,129755,TICKET-3413-7162,App,True,2025-02-24 14:49:27
3414,1137,129807,TICKET-3414-8817,WhatsApp,True,
3415,1137,129792,TICKET-3415-9205,App,False,2025-02-24 14:49:27
3416,1137,129861,TICKET-3416-3920,App,False,2025-02-24 14:49:27
3417,1137,129809,TICKET-3417-3387,WhatsApp,False,2025-02-24 14:49:27
3418,1138,69140,TICKET-3418-5018,App,True,2025-02-06 22:12:50
3419,1139,535824,TICKET-3419-2909,WhatsApp,False,
3420,1139,535776,TICKET-3420-6680,App,False,
3421,1139,535789,TICKET-3421-4770,WhatsApp,True,
3422,1140,234220,TICKET-3422-1909,App,True,
3423,1141,830626,TICKET-3423-1676,WhatsApp,False,2025-03-09 16:13:57
3424,1141,830713,TICKET-3424-3090,App,True,2025-03-09 16:13:57
3425,1141,830667,TICKET-3425-5543,WhatsApp,True,
3426,1141,830726,TICKET-3426-1622,WhatsApp,True,2025-03-09 16:13:57
3427,1142,418257,TICKET-3427-5467,App,True,2025-03-21 07:25:53
3428,1142,418489,TICKET-3428-2430,App,True,2025-03-21 07:25:53
3429,1143,205473,TICKET-3429-2392,App,False,2025-02-23 06:47:04
3430,1144,55640,TICKET-3430-7219,WhatsApp,True,
3431,1144,55518,TICKET-3431-3970,App,True,2025-04-03 13:16:33
3432,1144,55521,TICKET-3432-7159,WhatsApp,False,2025-04-03 13:16:33
3433,1144,55581,TICKET-3433-3265,App,True,2025-04-03 13:16:33
3434,1145,7015,TICKET-3434-6274,WhatsApp,False,2025-02-07 21:02:38
3435,1146,293892,TICKET-3435-7472,App,True,
3436,1147,607475,TICKET-3436-2170,WhatsApp,True,
3437,1147,607450,TICKET-3437-3383,WhatsApp,True,
3438,1147,607479,TICKET-3438-2028,App,False,2025-04-05 01:28:52
3439,1147,607299,TICKET-3439-4060,App,False,2025-04-05 01:28:52
3440,1147,607383,TICKET-3440-3579,App,False,2025-04-05 01:28:52
3441,1148,39789,TICKET-3441-5445,WhatsApp,False,2025-03-04 15:46:36
3442,1148,39788,TICKET-3442-8173,WhatsApp,True,
3443,1148,39760,TICKET-3443-3961,WhatsApp,False,
3444,1148,39759,TICKET-3444-6873,WhatsApp,True,2025-03-04 15:46:36
3445,1148,39844,TICKET-3445-5299,WhatsApp,True,2025-03-04 15:46:36
3446,1149,389121,TICKET-3446-9327,App,False,2025-02-05 16:23:35
3447,1149,389028,TICKET-3447-8468,App,False,2025-02-05 16:23:35
3448,1149,389158,TICKET-3448-9401,WhatsApp,False,2025-02-05 16:23:35
3449,1149,389100,TICKET-3449-6123,App,True,
3450,1150,293113,TICKET-3450-4999,WhatsApp,True,2025-02-08 10:51:34
3451,1151,651270,TICKET-3451-5036,App,True,
3452,1151,651332,TICKET-3452-9571,App,False,2025-02-07 14:23:57
3453,1151,651419,TICKET-3453-2024,WhatsApp,False,2025-02-07 14:23:57
3454,1151,651280,TICKET-3454-2129,WhatsApp,False,
3455,1152,834452,TICKET-3455-4265,App,False,2025-03-23 05:09:28
3456,1153,199110,TICKET-3456-3026,App,True,2025-02-07 10:34:38
3457,1153,199010,TICKET-3457-3200,App,False,
3458,1153,199074,TICKET-3458-9630,WhatsApp,True,2025-02-07 10:34:38
3459,1154,774364,TICKET-3459-4351,WhatsApp,False,
3460,1154,774424,TICKET-3460-9273,App,False,
3461,1155,267310,TICKET-3461-3290,WhatsApp,True,2025-03-14 23:32:22
3462,1155,267311,TICKET-3462-9560,WhatsApp,True,2025-03-14 23:32:22
3463,1155,267204,TICKET-3463-7609,WhatsApp,False,2025-03-14 23:32:22
3464,1155,267382,TICKET-3464-2377,App,False,2025-03-14 23:32:22
3465,1155,267380,TICKET-3465-1491,WhatsApp,True,2025-03-14 23:32:22
3466,1156,64249,TICKET-3466-3274,App,False,2025-03-15 05:38:35
3467,1156,64299,TICKET-3467-3775,App,False,
3468,1156,64212,TICKET-3468-5474,App,False,
3469,1156,64334,TICKET-3469-9473,App,True,
3470,1156,64272,TICKET-3470-6641,App,False,2025-03-15 05:38:35
3471,1157,360685,TICKET-3471-5874,App,False,2025-03-08 18:45:37
3472,1157,360717,TICKET-3472-7567,App,False,2025-03-08 18:45:37
3473,1157,360510,TICKET-3473-6760,WhatsApp,True,2025-03-08 18:45:37
3474,1157,360612,TICKET-3474-4019,App,False,2025-03-08 18:45:37
3475,1158,458644,TICKET-3475-5668,WhatsApp,True,2025-02-23 11:10:10
3476,1158,458543,TICKET-3476-5909,App,False,2025-02-23 11:10:10
3477,1159,297450,TICKET-3477-4461,WhatsApp,True,
3478,1159,297553,TICKET-3478-4392,WhatsApp,True,2025-03-08 10:51:37
3479,1159,297483,TICKET-3479-4235,App,True,
3480,1159,297595,TICKET-3480-8076,WhatsApp,False,2025-03-08 10:51:37
3481,1160,330107,TICKET-3481-8348,WhatsApp,True,2025-03-04 13:05:38
3482,1161,155470,TICKET-3482-2445,App,False,2025-03-28 23:31:01
3483,1161,155494,TICKET-3483-2255,App,True,2025-03-28 23:31:01
3484,1161,155545,TICKET-3484-7711,App,False,2025-03-28 23:31:01
3485,1162,822505,TICKET-3485-6949,App,False,2025-02-18 10:42:24
3486,1162,822601,TICKET-3486-2929,WhatsApp,False,2025-02-18 10:42:24
3487,1162,822505,TICKET-3487-7160,WhatsApp,False,2025-02-18 10:42:24
3488,1162,822727,TICKET-3488-1878,App,True,
3489,1163,582310,TICKET-3489-4005,WhatsApp,False,
3490,1163,582381,TICKET-3490-2764,WhatsApp,True,2025-03-18 11:33:11
3491,1163,582436,TICKET-3491-8529,WhatsApp,True,2025-03-18 11:33:11
3492,1163,582379,TICKET-3492-7754,App,True,2025-03-18 11:33:11
3493,1163,582387,TICKET-3493-8191,App,True,2025-03-18 11:33:11
3494,1164,369744,TICKET-3494-7517,App,False,2025-02-07 13:39:59
3495,1165,738511,TICKET-3495-4045,App,True,2025-02-18 23:07:18
3496,1165,738577,TICKET-3496-6442,WhatsApp,False,2025-02-18 23:07:18
3497,1166,395375,TICKET-3497-5223,App,False,2025-03-11 12:37:05
3498,1166,395471,TICKET-3498-1864,App,False,
3499,1166,395358,TICKET-3499-5461,WhatsApp,True,2025-03-11 12:37:05
3500,1167,415119,TICKET-3500-9264,App,False,2025-03-04 09:19:29
3501,1167,415016,TICKET-3501-3854,WhatsApp,True,
3502,1168,167147,TICKET-3502-3617,WhatsApp,True,
3503,1168,167091,TICKET-3503-9244,App,True,2025-02-18 10:08:51
3504,1168,167093,TICKET-3504-4118,App,True,
3505,1168,167025,TICKET-3505-5847,WhatsApp,False,2025-02-18 10:08:51
3506,1169,154661,TICKET-3506-2647,WhatsApp,True,
3507,1169,154683,TICKET-3507-5114,WhatsApp,False,2025-02-05 05:01:39
3508,1170,813033,TICKET-3508-7580,WhatsApp,False,2025-03-28 16:33:33
3509,1170,813139,TICKET-3509-9278,App,False,2025-03-28 16:33:33
3510,1170,813031,TICKET-3510-6137,WhatsApp,True,2025-03-28 16:33:33
3511,1170,813244,TICKET-3511-1954,WhatsApp,True,
3512,1171,745415,TICKET-3512-2065,App,False,
3513,1171,745372,TICKET-3513-9720,WhatsApp,True,2025-03-23 06:30:52
3514,1171,745309,TICKET-3514-4352,App,True,2025-03-23 06:30:52
3515,1171,745432,TICKET-3515-9595,App,True,2025-03-23 06:30:52
3516,1171,745336,TICKET-3516-7026,WhatsApp,False,2025-03-23 06:30:52
3517,1172,89990,TICKET-3517-5433,App,True,2025-03-13 03:42:21
3518,1173,96062,TICKET-3518-4355,App,True,2025-02-14 07:32:38
3519,1173,96036,TICKET-3519-4158,App,True,
3520,1173,96125,TICKET-3520-2521,WhatsApp,False,2025-02-14 07:32:38
3521,1174,408831,TICKET-3521-2797,WhatsApp,False,2025-03-18 16:15:49
3522,1174,408898,TICKET-3522-3817,WhatsApp,True,2025-03-18 16:15:49
3523,1174,408993,TICKET-3523-8082,App,True,
3524,1175,787022,TICKET-3524-7580,WhatsApp,True,
3525,1175,787193,TICKET-3525-9436,WhatsApp,True,2025-03-11 06:55:34
3526,1176,332209,TICKET-3526-3157,App,False,
3527,1176,332291,TICKET-3527-5009,App,True,2025-02-08 18:12:40
3528,1176,332221,TICKET-3528-7128,App,False,2025-02-08 18:12:40
3529,1176,332305,TICKET-3529-3485,App,True,
3530,1177,614891,TICKET-3530-7282,WhatsApp,True,2025-03-16 23:33:00
3531,1177,614932,TICKET-3531-9790,WhatsApp,False,2025-03-16 23:33:00
3532,1177,614997,TICKET-3532-5089,App,False,2025-03-16 23:33:00
3533,1177,614767,TICKET-3533-3419,App,False,2025-03-16 23:33:00
3534,1178,304549,TICKET-3534-2286,WhatsApp,False,2025-02-18 05:34:02
3535,1179,650818,TICKET-3535-8319,WhatsApp,False,2025-04-02 12:49:59
3536,1179,650763,TICKET-3536-9534,App,True,2025-04-02 12:49:59
3537,1179,650760,TICKET-3537-6699,WhatsApp,True,2025-04-02 12:49:59
3538,1179,650875,TICKET-3538-2914,WhatsApp,True,2025-04-02 12:49:59
3539,1179,650903,TICKET-3539-8980,App,True,
3540,1180,62604,TICKET-3540-8139,WhatsApp,False,2025-03-09 10:29:19
3541,1180,62587,TICKET-3541-7516,WhatsApp,False,2025-03-09 10:29:19
3542,1181,669860,TICKET-3542-3150,App,False,
3543,1181,669947,TICKET-3543-6060,WhatsApp,True,2025-03-18 15:29:10
3544,1181,669873,TICKET-3544-9280,WhatsApp,True,2025-03-18 15:29:10
3545,1182,27400,TICKET-3545-6708,WhatsApp,False,2025-03-14 00:01:41
3546,1182,27322,TICKET-3546-9183,WhatsApp,False,2025-03-14 00:01:41
3547,1182,27413,TICKET-3547-3554,App,True,2025-03-14 00:01:41
3548,1183,769952,TICKET-3548-2804,WhatsApp,True,2025-03-03 21:53:01
3549,1183,769821,TICKET-3549-6333,WhatsApp,False,2025-03-03 21:53:01
3550,1183,769934,TICKET-3550-6620,WhatsApp,True,2025-03-03 21:53:01
3551,1184,355697,TICKET-3551-9689,WhatsApp,True,2025-04-05 12:38:09
3552,1184,355581,TICKET-3552-2672,App,True,2025-04-05 12:38:09
3553,1184,355675,TICKET-3553-2071,WhatsApp,False,2025-04-05 12:38:09
3554,1185,681887,TICKET-3554-4882,App,True,
3555,1185,681960,TICKET-3555-6779,WhatsApp,True,2025-04-04 01:55:58
3556,1186,98800,TICKET-3556-8739,WhatsApp,False,
3557,1186,98770,TICKET-3557-2385,WhatsApp,True,2025-03-12 15:35:19
3558,1186,98818,TICKET-3558-5368,WhatsApp,True,2025-03-12 15:35:19
3559,1187,615816,TICKET-3559-3832,App,True,2025-02-16 18:26:26
3560,1187,615975,TICKET-3560-9971,App,True,2025-02-16 18:26:26
3561,1187,615985,TICKET-3561-6469,App,False,2025-02-16 18:26:26
3562,1188,11300,TICKET-3562-2753,WhatsApp,True,
3563,1189,795240,TICKET-3563-5404,WhatsApp,True,2025-04-01 16:36:55
3564,1189,795066,TICKET-3564-8744,App,False,
3565,1189,795036,TICKET-3565-7210,App,True,2025-04-01 16:36:55
3566,1189,795195,TICKET-3566-6111,WhatsApp,True,2025-04-01 16:36:55
3567,1189,795092,TICKET-3567-3853,WhatsApp,False,2025-04-01 16:36:55
3568,1190,668815,TICKET-3568-5858,WhatsApp,True,2025-03-10 18:17:23
3569,1190,668765,TICKET-3569-5265,App,False,2025-03-10 18:17:23
3570,1191,146681,TICKET-3570-7575,App,False,2025-03-16 07:29:02
3571,1192,731464,TICKET-3571-6766,App,True,2025-02-08 10:38:47
3572,1192,731360,TICKET-3572-9639,App,False,2025-02-08 10:38:47
3573,1192,731296,TICKET-3573-8849,WhatsApp,False,2025-02-08 10:38:47
3574,1192,731292,TICKET-3574-9764,WhatsApp,True,2025-02-08 10:38:47
3575,1193,230280,TICKET-3575-2448,WhatsApp,True,2025-04-02 21:34:16
3576,1194,32494,TICKET-3576-7276,WhatsApp,False,2025-02-22 20:58:44
3577,1194,32536,TICKET-3577-8611,App,False,
3578,1194,32547,TICKET-3578-4028,WhatsApp,True,2025-02-22 20:58:44
3579,1195,502522,TICKET-3579-1721,WhatsApp,False,2025-02-15 23:49:31
3580,1195,502581,TICKET-3580-9435,App,True,2025-02-15 23:49:31
3581,1196,676896,TICKET-3581-3037,WhatsApp,False,2025-04-04 06:14:01
3582,1197,54697,TICKET-3582-6665,WhatsApp,True,2025-02-05 00:21:50
3583,1197,54707,TICKET-3583-1849,WhatsApp,True,2025-02-05 00:21:50
3584,1197,54659,TICKET-3584-4826,App,False,
3585,1197,54697,TICKET-3585-8863,WhatsApp,False,
3586,1198,365688,TICKET-3586-9628,WhatsApp,False,
3587,1199,534025,TICKET-3587-8486,WhatsApp,False,2025-04-04 14:09:34
3588,1199,534223,TICKET-3588-1623,App,False,2025-04-04 14:09:34
3589,1199,534116,TICKET-3589-4787,WhatsApp,False,2025-04-04 14:09:34
3590,1199,534065,TICKET-3590-7265,App,True,2025-04-04 14:09:34
3591,1199,534091,TICKET-3591-5472,App,False,
3592,1200,189185,TICKET-3592-1738,WhatsApp,False,2025-03-11 11:11:16
3593,1200,189030,TICKET-3593-3366,App,False,2025-03-11 11:11:16
3594,1201,204003,TICKET-3594-7586,App,True,
3595,1201,204136,TICKET-3595-1686,WhatsApp,True,2025-03-19 00:19:22
3596,1202,771031,TICKET-3596-7894,App,True,2025-02-13 15:05:48
3597,1202,771220,TICKET-3597-8997,WhatsApp,True,2025-02-13 15:05:48
3598,1202,771160,TICKET-3598-8486,WhatsApp,True,
3599,1202,771218,TICKET-3599-9048,App,False,2025-02-13 15:05:48
3600,1203,581691,TICKET-3600-7419,App,True,2025-03-26 18:09:03
3601,1203,581737,TICKET-3601-4514,WhatsApp,True,2025-03-26 18:09:03
3602,1203,581614,TICKET-3602-7139,App,True,
3603,1204,211976,TICKET-3603-1288,WhatsApp,False,2025-02-23 03:05:34
3604,1204,211976,TICKET-3604-9938,App,False,
3605,1204,211821,TICKET-3605-1518,App,True,2025-02-23 03:05:34
3606,1204,211870,TICKET-3606-9231,App,False,
3607,1205,645433,TICKET-3607-1970,WhatsApp,True,2025-03-15 13:24:49
3608,1205,645334,TICKET-3608-6026,WhatsApp,True,2025-03-15 13:24:49
3609,1205,645480,TICKET-3609-5933,WhatsApp,True,
3610,1205,645495,TICKET-3610-9597,App,False,2025-03-15 13:24:49
3611,1205,645262,TICKET-3611-2815,WhatsApp,False,2025-03-15 13:24:49
3612,1206,436198,TICKET-3612-6582,App,True,2025-03-28 18:59:21
3613,1206,436086,TICKET-3613-4740,WhatsApp,True,2025-03-28 18:59:21
3614,1206,436202,TICKET-3614-1173,WhatsApp,False,2025-03-28 18:59:21
3615,1206,436210,TICKET-3615-4646,WhatsApp,True,
3616,1206,436083,TICKET-3616-8229,WhatsApp,False,2025-03-28 18:59:21
3617,1207,297956,TICKET-3617-9742,WhatsApp,False,
3618,1207,297941,TICKET-3618-8622,App,False,
3619,1207,297872,TICKET-3619-9411,WhatsApp,False,
3620,1208,225991,TICKET-3620-3948,WhatsApp,True,2025-04-01 14:04:47
3621,1208,225855,TICKET-3621-9775,App,True,2025-04-01 14:04:47
3622,1208,225847,TICKET-3622-1675,App,False,2025-04-01 14:04:47
3623,1209,121300,TICKET-3623-2924,App,False,
3624,1209,121292,TICKET-3624-6728,WhatsApp,True,2025-02-20 13:53:20
3625,1209,121349,TICKET-3625-9642,WhatsApp,False,2025-02-20 13:53:20
3626,1210,473904,TICKET-3626-2020,WhatsApp,True,
3627,1211,596788,TICKET-3627-7082,WhatsApp,False,
3628,1211,596969,TICKET-3628-1601,WhatsApp,True,2025-03-27 15:15:55
3629,1212,633085,TICKET-3629-4520,App,False,2025-03-14 16:41:32
3630,1212,633068,TICKET-3630-5288,WhatsApp,True,
3631,1212,633099,TICKET-3631-3630,WhatsApp,True,2025-03-14 16:41:32
3632,1212,633172,TICKET-3632-4804,App,True,
3633,1212,633230,TICKET-3633-5196,WhatsApp,False,2025-03-14 16:41:32
3634,1213,575491,TICKET-3634-1272,App,True,2025-03-06 21:59:31
3635,1213,575459,TICKET-3635-5534,App,False,2025-03-06 21:59:31
3636,1213,575487,TICKET-3636-9743,WhatsApp,False,2025-03-06 21:59:31
3637,1214,743368,TICKET-3637-8062,App,False,
3638,1214,743431,TICKET-3638-2439,App,False,
3639,1214,743347,TICKET-3639-4021,App,False,2025-03-04 12:05:10
3640,1214,743296,TICKET-3640-8247,WhatsApp,False,
3641,1215,106554,TICKET-3641-9091,WhatsApp,False,
3642,1215,106568,TICKET-3642-7221,WhatsApp,True,2025-02-22 12:59:29
3643,1215,106531,TICKET-3643-7294,WhatsApp,False,2025-02-22 12:59:29
3644,1216,482298,TICKET-3644-7344,App,True,2025-03-09 12:57:39
3645,1216,482317,TICKET-3645-8814,App,False,
3646,1216,482490,TICKET-3646-2077,App,True,2025-03-09 12:57:39
3647,1216,482275,TICKET-3647-2524,WhatsApp,False,
3648,1216,482470,TICKET-3648-7808,WhatsApp,False,
3649,1217,106375,TICKET-3649-2589,WhatsApp,False,2025-03-07 02:56:53
3650,1217,106408,TICKET-3650-8535,App,True,
3651,1218,548776,TICKET-3651-2637,WhatsApp,False,2025-02-14 05:02:10
3652,1219,77030,TICKET-3652-6838,WhatsApp,True,2025-02-05 22:54:18
3653,1219,76967,TICKET-3653-8604,WhatsApp,False,2025-02-05 22:54:18
3654,1219,77097,TICKET-3654-5839,WhatsApp,True,
3655,1220,398725,TICKET-3655-4586,App,False,
3656,1220,398718,TICKET-3656-9440,App,True,2025-02-26 03:38:22
3657,1221,261106,TICKET-3657-5822,WhatsApp,True,2025-02-23 07:09:35
3658,1221,261167,TICKET-3658-5245,App,False,2025-02-23 07:09:35
3659,1221,261014,TICKET-3659-2471,WhatsApp,False,2025-02-23 07:09:35
3660,1221,261002,TICKET-3660-7741,WhatsApp,True,2025-02-23 07:09:35
3661,1222,547110,TICKET-3661-9908,App,False,
3662,1222,547025,TICKET-3662-8763,App,False,2025-03-20 12:47:08
3663,1222,547021,TICKET-3663-7629,App,False,2025-03-20 12:47:08
3664,1222,547015,TICKET-3664-2133,WhatsApp,True,
3665,1223,332568,TICKET-3665-8135,App,True,2025-03-16 12:30:34
3666,1224,105703,TICKET-3666-3263,App,False,
3667,1224,105724,TICKET-3667-4761,App,False,2025-03-27 15:20:35
3668,1224,105626,TICKET-3668-1979,App,True,2025-03-27 15:20:35
3669,1224,105725,TICKET-3669-1869,App,False,2025-03-27 15:20:35
3670,1225,345467,TICKET-3670-3219,App,False,2025-02-07 18:08:12
3671,1225,345565,TICKET-3671-6831,App,False,2025-02-07 18:08:12
3672,1225,345580,TICKET-3672-1397,WhatsApp,False,
3673,1226,276577,TICKET-3673-9074,App,True,2025-04-04 10:04:49
3674,1226,276503,TICKET-3674-2238,App,True,2025-04-04 10:04:49
3675,1226,276552,TICKET-3675-4514,App,False,2025-04-04 10:04:49
3676,1226,276535,TICKET-3676-4001,App,False,2025-04-04 10:04:49
3677,1226,276560,TICKET-3677-5489,App,True,
3678,1227,149133,TICKET-3678-7798,WhatsApp,False,
3679,1227,149211,TICKET-3679-3816,WhatsApp,True,
3680,1227,149228,TICKET-3680-9474,App,False,2025-03-02 13:48:08
3681,1228,214696,TICKET-3681-1600,App,True,2025-02-25 17:28:04
3682,1228,214776,TICKET-3682-6589,App,False,2025-02-25 17:28:04
3683,1228,214642,TICKET-3683-4484,WhatsApp,True,2025-02-25 17:28:04
3684,1229,26395,TICKET-3684-4288,WhatsApp,False,2025-02-22 05:40:19
3685,1229,26365,TICKET-3685-3782,WhatsApp,False,2025-02-22 05:40:19
3686,1229,26355,TICKET-3686-8160,WhatsApp,True,2025-02-22 05:40:19
3687,1229,26286,TICKET-3687-9087,App,False,
3688,1230,697518,TICKET-3688-5481,WhatsApp,True,2025-02-13 13:18:52
3689,1231,203362,TICKET-3689-8889,WhatsApp,False,2025-04-01 03:06:27
3690,1231,203206,TICKET-3690-1515,App,False,2025-04-01 03:06:27
3691,1231,203246,TICKET-3691-6062,App,True,
3692,1231,203382,TICKET-3692-3019,WhatsApp,True,
3693,1232,699078,TICKET-3693-1717,App,True,
3694,1232,699020,TICKET-3694-8865,WhatsApp,False,2025-03-17 23:21:53
3695,1233,111768,TICKET-3695-6096,WhatsApp,False,2025-02-14 16:29:37
3696,1233,111764,TICKET-3696-5273,WhatsApp,False,
3697,1234,209816,TICKET-3697-7071,App,True,2025-02-08 09:44:52
3698,1234,209874,TICKET-3698-2386,WhatsApp,False,
3699,1234,209988,TICKET-3699-6797,App,True,2025-02-08 09:44:52
3700,1234,209907,TICKET-3700-7366,WhatsApp,True,2025-02-08 09:44:52
3701,1234,209872,TICKET-3701-8363,WhatsApp,False,2025-02-08 09:44:52
3702,1235,87117,TICKET-3702-7475,App,False,
3703,1235,87115,TICKET-3703-6697,WhatsApp,True,2025-04-05 05:27:20
3704,1236,717105,TICKET-3704-6361,App,True,2025-03-28 22:55:11
3705,1236,717139,TICKET-3705-5174,App,False,2025-03-28 22:55:11
3706,1237,549372,TICKET-3706-5916,WhatsApp,True,2025-03-09 04:26:54
3707,1238,333665,TICKET-3707-9761,App,False,2025-02-16 11:10:05
3708,1239,840994,TICKET-3708-9351,App,True,2025-03-02 00:16:56
3709,1239,840936,TICKET-3709-2259,WhatsApp,True,2025-03-02 00:16:56
3710,1239,840998,TICKET-3710-1653,WhatsApp,True,2025-03-02 00:16:56
3711,1239,840810,TICKET-3711-5823,App,False,2025-03-02 00:16:56
3712,1239,840814,TICKET-3712-6457,WhatsApp,False,2025-03-02 00:16:56
3713,1240,35210,TICKET-3713-7931,WhatsApp,True,
3714,1240,35237,TICKET-3714-6924,App,False,2025-03-14 16:53:35
3715,1240,35239,TICKET-3715-2311,App,True,
3716,1241,142446,TICKET-3716-9785,App,False,2025-03-20 18:12:01
3717,1241,142357,TICKET-3717-3712,App,True,2025-03-20 18:12:01
3718,1241,142362,TICKET-3718-2814,App,True,2025-03-20 18:12:01
